time,thermofilter_temp_c
1692568840976,81.5
1692568841077,81.5
1692568841176,81.25
1692568841276,81.5
1692568841377,81.5
1692568841477,81.5
1692568841576,81.75
1692568841676,81.75
1692568841777,81.25
1692568841876,81.75
1692568841976,81.5
1692568842076,82.25
1692568842176,81.5
1692568842276,81.75
1692568842377,81.75
1692568842477,81.75
1692568842576,82.25
1692568842676,82.5
1692568842776,82.25
1692568842876,82.25
1692568842976,82.5
1692568843076,82.75
1692568843176,82.75
1692568843277,82.75
1692568843376,83.25
1692568843476,83.0
1692568843577,83.0
1692568843677,83.25
1692568843776,83.0
1692568843877,82.75
1692568843976,83.25
1692568844076,82.75
1692568844176,83.25
1692568844277,83.5
1692568844376,83.0
1692568844477,82.75
1692568844577,82.5
1692568844677,83.0
1692568844776,82.5
1692568844877,83.25
1692568844977,83.25
1692568845076,82.25
1692568845176,82.75
1692568845276,83.0
1692568845376,82.75
1692568845477,83.0
1692568845576,83.25
1692568845676,83.25
1692568845776,83.0
1692568845876,83.25
1692568845976,83.0
1692568846077,83.25
1692568846176,83.5
1692568846277,83.5
1692568846376,83.5
1692568846476,83.0
1692568846577,82.75
1692568846676,83.75
1692568846777,83.75
1692568846877,84.0
1692568846976,84.0
1692568847076,83.5
1692568847176,83.75
1692568847276,84.0
1692568847377,83.75
1692568847476,84.0
1692568847577,83.75
1692568847677,83.5
1692568847776,84.0
1692568847876,83.5
1692568847977,83.0
1692568848076,83.75
1692568848176,84.25
1692568848276,84.0
1692568848377,84.25
1692568848476,84.5
1692568848576,84.5
1692568848677,84.5
1692568848777,84.0
1692568848876,83.5
1692568848976,83.75
1692568849076,83.75
1692568849177,84.25
1692568849277,84.5
1692568849376,84.25
1692568849477,83.75
1692568849576,84.0
1692568849676,84.25
1692568849776,84.5
1692568849876,83.75
1692568849976,84.0
1692568850077,84.25
1692568850177,84.75
1692568850276,84.75
1692568850377,84.5
1692568850477,84.75
1692568850576,84.75
1692568850676,84.75
1692568850776,84.75
1692568850876,84.5
1692568850977,84.75
1692568851077,84.75
1692568851176,85.0
1692568851277,85.0
1692568851376,84.75
1692568851476,84.25
1692568851576,84.5
1692568851676,85.0
1692568851776,85.0
1692568851876,84.75
1692568851977,84.75
1692568852077,84.75
1692568852177,84.75
1692568852277,85.0
1692568852376,84.75
1692568852476,84.75
1692568852577,85.25
1692568852676,85.25
1692568852777,84.75
1692568852876,85.0
1692568852976,84.75
1692568853076,85.5
1692568853177,85.25
1692568853277,85.25
1692568853377,85.25
1692568853477,84.75
1692568853576,84.5
1692568853677,85.25
1692568853777,85.25
1692568853877,85.25
1692568853976,85.25
1692568854076,85.25
1692568854177,85.25
1692568854277,85.25
1692568854377,85.0
1692568854477,85.25
1692568854576,85.25
1692568854677,85.25
1692568854777,85.5
1692568854877,85.5
1692568854976,85.25
1692568855077,85.0
1692568855176,84.75
1692568855277,85.0
1692568855377,85.25
1692568855477,84.75
1692568855577,85.0
1692568855677,85.25
1692568855777,85.25
1692568855877,85.5
1692568855976,85.5
1692568856076,85.75
1692568856176,85.5
1692568856276,85.75
1692568856377,85.75
1692568856477,85.75
1692568856576,86.0
1692568856677,85.75
1692568856776,85.5
1692568856876,85.75
1692568856976,85.75
1692568857076,85.25
1692568857176,85.0
1692568857276,85.25
1692568857376,85.75
1692568857476,85.25
1692568857577,84.75
1692568857677,85.75
1692568857776,85.75
1692568857876,85.75
1692568857977,85.25
1692568858077,85.75
1692568858176,85.25
1692568858276,85.5
1692568858377,85.75
1692568858477,85.75
1692568858576,85.75
1692568858676,85.75
1692568858776,86.0
1692568858876,85.25
1692568858977,85.5
1692568859077,86.0
1692568859176,86.0
1692568859276,85.5
1692568859377,86.0
1692568859477,86.0
1692568859577,85.5
1692568859677,86.0
1692568859777,86.25
1692568859877,86.0
1692568859976,85.75
1692568860076,86.0
1692568860176,86.0
1692568860276,85.5
1692568860377,86.0
1692568860476,85.75
1692568860577,85.5
1692568860677,85.75
1692568860777,86.0
1692568860877,86.25
1692568860976,86.0
1692568861077,86.0
1692568861176,85.75
1692568861276,85.75
1692568861377,85.75
1692568861477,85.75
1692568861576,86.0
1692568861676,85.75
1692568861776,85.75
1692568861877,85.75
1692568861977,85.75
1692568862077,85.75
1692568862176,85.75
1692568862277,85.75
1692568862376,85.75
1692568862476,85.75
1692568862576,85.5
1692568862676,85.5
1692568862776,86.0
1692568862876,85.75
1692568862976,86.0
1692568863077,85.75
1692568863176,85.75
1692568863277,86.0
1692568863376,86.0
1692568863477,85.75
1692568863577,85.75
1692568863676,85.75
1692568863776,85.75
1692568863876,85.75
1692568863976,86.0
1692568864077,85.75
1692568864177,85.5
1692568864276,86.0
1692568864377,86.0
1692568864477,86.0
1692568864576,86.0
1692568864676,86.0
1692568864776,86.25
1692568864876,86.0
1692568864976,85.75
1692568865076,86.0
1692568865176,86.0
1692568865277,86.0
1692568865376,85.75
1692568865476,85.75
1692568865577,85.5
1692568865676,85.75
1692568865776,85.75
1692568865876,85.5
1692568865976,85.75
1692568866076,85.75
1692568866177,85.25
1692568866276,85.75
1692568866377,85.5
1692568866477,85.5
1692568866576,85.75
1692568866677,85.5
1692568866776,85.75
1692568866876,85.5
1692568866977,85.75
1692568867077,85.75
1692568867177,85.5
1692568867276,85.5
1692568867376,85.75
1692568867477,85.75
1692568867576,85.5
1692568867677,85.75
1692568867777,85.75
1692568867877,85.75
1692568867977,86.0
1692568868077,85.75
1692568868177,85.5
1692568868277,85.5
1692568868376,85.5
1692568868476,85.5
1692568868576,85.75
1692568868676,85.5
1692568868776,85.5
1692568868877,85.75
1692568868977,85.75
1692568869076,85.75
1692568869177,85.75
1692568869276,85.5
1692568869376,85.75
1692568869476,85.75
1692568869576,85.5
1692568869676,85.5
1692568869776,85.5
1692568869876,85.5
1692568869976,85.25
1692568870076,85.5
1692568870176,85.5
1692568870276,85.5
1692568870377,85.5
1692568870476,85.25
1692568870577,85.25
1692568870677,85.5
1692568870776,85.5
1692568870877,85.25
1692568870976,85.5
1692568871077,85.5
1692568871177,85.5
1692568871276,85.5
1692568871376,85.25
1692568871477,85.5
1692568871576,85.5
1692568871677,85.5
1692568871777,85.5
1692568871877,85.25
1692568871976,85.5
1692568872076,85.5
1692568872177,85.25
1692568872276,85.0
1692568872376,85.25
1692568872476,85.25
1692568872576,85.25
1692568872676,85.25
1692568872777,85.25
1692568872876,85.5
1692568872976,85.25
1692568873076,85.25
1692568873177,85.25
1692568873276,85.25
1692568873377,85.0
1692568873476,85.0
1692568873576,85.0
1692568873676,85.25
1692568873776,85.0
1692568873877,85.0
1692568873976,85.0
1692568874076,85.25
1692568874177,85.0
1692568874276,85.0
1692568874376,85.0
1692568874476,85.0
1692568874576,85.0
1692568874677,84.75
1692568874777,84.75
1692568874877,84.75
1692568874976,84.75
1692568875076,84.75
1692568875177,85.0
1692568875276,84.75
1692568875376,84.75
1692568875476,84.75
1692568875577,85.0
1692568875676,84.75
1692568875777,84.75
1692568875877,84.75
1692568875976,84.75
1692568876076,84.75
1692568876177,84.75
1692568876277,84.75
1692568876376,84.75
1692568876477,84.75
1692568876577,84.75
1692568876676,84.75
1692568876776,84.75
1692568876876,84.5
1692568876976,84.75
1692568877076,84.75
1692568877176,84.5
1692568877276,84.75
1692568877377,84.75
1692568877477,84.75
1692568877577,84.75
1692568877676,84.5
1692568877776,84.5
1692568877877,84.5
1692568877976,84.5
1692568878076,84.5
1692568878176,84.5
1692568878276,84.5
1692568878376,84.25
1692568878477,84.25
1692568878576,84.5
1692568878676,84.25
1692568878776,84.25
1692568878876,84.25
1692568878977,84.25
1692568879077,84.25
1692568879176,84.25
1692568879276,84.0
1692568879376,84.0
1692568879477,84.25
1692568879576,84.25
1692568879676,84.25
1692568879777,84.25
1692568879877,84.0
1692568879976,84.25
1692568880076,84.25
1692568880176,84.25
1692568880277,84.0
1692568880377,84.0
1692568880477,84.0
1692568880577,84.0
1692568880676,84.0
1692568880777,84.0
1692568880876,84.0
1692568880977,84.0
1692568881077,83.5
1692568881177,84.0
1692568881276,83.75
1692568881377,83.75
1692568881476,83.75
1692568881576,83.75
1692568881677,83.75
1692568881777,83.75
1692568881877,83.75
1692568881976,83.75
1692568882076,83.75
1692568882176,83.75
1692568882276,83.75
1692568882377,83.75
1692568882477,83.75
1692568882577,83.5
1692568882677,83.5
1692568882776,83.5
1692568882876,83.5
1692568882977,83.5
1692568883076,83.25
1692568883176,83.25
1692568883276,83.5
1692568883377,83.25
1692568883477,83.5
1692568883576,83.25
1692568883676,83.25
1692568883776,83.5
1692568883876,83.5
1692568883976,83.25
1692568884077,83.0
1692568884177,83.25
1692568884276,83.25
1692568884376,83.25
1692568884476,83.25
1692568884576,83.0
1692568884676,83.0
1692568884777,83.0
1692568884877,83.0
1692568884976,83.0
1692568885076,83.0
1692568885177,83.0
1692568885276,82.5
1692569009376,69.75
1692569009476,69.75
1692569009577,69.75
1692569009676,70.25
1692569009776,70.5
1692569009876,71.25
1692569009977,72.0
1692569010077,76.25
1692569010176,76.75
1692569010276,76.75
1692569010377,77.25
1692569010476,78.25
1692569010576,79.0
1692569010677,79.5
1692569010776,79.5
1692569010876,79.5
1692569010977,80.0
1692569011076,80.25
1692569011176,80.25
1692569011277,81.25
1692569011376,81.5
1692569011476,81.75
1692569011577,82.25
1692569011677,82.25
1692569011776,82.0
1692569011877,82.0
1692569011977,82.25
1692569012077,82.5
1692569012176,82.5
1692569012276,82.25
1692569012376,82.25
1692569012476,82.0
1692569012577,82.25
1692569012676,82.0
1692569012777,82.25
1692569012876,82.5
1692569012976,82.25
1692569013076,82.25
1692569013177,81.75
1692569013277,82.0
1692569013376,81.75
1692569013476,81.75
1692569013577,81.5
1692569013676,81.5
1692569013777,81.5
1692569013877,81.5
1692569013977,81.25
1692569014076,81.0
1692569014176,81.0
1692569014276,81.0
1692569014377,81.0
1692569014477,81.0
1692569014577,81.0
1692569014676,80.75
1692569014776,80.75
1692569014876,80.5
1692569014976,80.5
1692569015077,80.5
1692569015176,80.5
1692569015276,80.25
1692569015376,80.25
1692569015476,80.25
1692569015576,80.25
1692569015677,80.25
1692569015777,80.25
1692569015876,80.25
1692569015976,80.25
1692569016076,80.0
1692569016176,80.0
1692569016277,80.0
1692569016377,80.25
1692569016476,80.5
1692569016576,80.25
1692569016677,80.0
1692569016777,80.0
1692569016876,80.0
1692569016976,79.75
1692569017076,79.75
1692569017176,79.75
1692569017276,79.75
1692569017376,79.75
1692569017476,79.75
1692569017576,80.0
1692569017676,79.75
1692569017777,79.5
1692569017877,79.5
1692569017976,79.5
1692569018076,79.5
1692569018177,79.5
1692569018277,79.25
1692569018377,79.25
1692569018476,79.25
1692569018576,79.25
1692569018676,79.25
1692569018777,79.25
1692569018877,79.25
1692569018977,79.0
1692569019076,79.25
1692569019176,79.0
1692569019276,79.0
1692569019376,79.0
1692569019476,79.25
1692569019576,79.0
1692569019676,79.0
1692569019776,79.0
1692569019877,79.25
1692569019976,79.0
1692569020076,79.0
1692569020176,78.75
1692569020276,78.75
1692569020377,79.0
1692569020476,79.0
1692569020576,79.0
1692569020676,79.25
1692569020777,79.0
1692569020876,79.0
1692569020977,79.0
1692569021077,79.0
1692569021176,79.0
1692569021277,78.75
1692569021377,78.75
1692569021476,78.75
1692569021577,79.0
1692569021676,78.75
1692569021777,78.75
1692569021876,78.75
1692569021976,78.75
1692569022076,78.75
1692569022176,78.75
1692569022276,78.75
1692569022377,78.75
1692569022477,78.75
1692569022577,78.75
1692569022677,78.75
1692569022776,78.75
1692569022876,78.75
1692569022977,78.5
1692569023076,78.75
1692569023177,78.5
1692569023277,78.75
1692569023376,78.75
1692569023476,78.5
1692569023576,78.5
1692569023676,78.5
1692569023776,78.5
1692569023877,78.5
1692569023976,78.5
1692569024076,78.5
1692569024176,78.5
1692569024276,78.5
1692569024377,78.5
1692569024477,78.5
1692569024577,78.75
1692569024677,78.75
1692569024776,78.75
1692569024876,78.5
1692569024977,78.5
1692569025077,78.5
1692569025177,78.75
1692569025276,78.5
1692569025376,78.5
1692569025476,78.25
1692569025576,78.25
1692569025677,78.25
1692569025777,78.25
1692569025877,78.5
1692569025976,78.5
1692569026077,78.5
1692569026176,78.5
1692569026276,78.75
1692569026376,79.0
1692569026476,78.75
1692569026576,78.5
1692569026676,78.5
1692569026777,78.5
1692569026877,78.5
1692569026976,78.5
1692569027076,78.5
1692569027176,78.5
1692569027277,78.5
1692569027377,78.5
1692569027476,78.5
1692569027576,78.5
1692569027677,78.75
1692569027777,78.5
1692569027876,78.5
1692569027977,78.5
1692569028076,78.5
1692569028176,78.5
1692569028277,78.5
1692569028377,78.5
1692569028476,78.25
1692569028577,78.25
1692569028677,78.5
1692569028777,78.75
1692569028876,78.5
1692569028976,78.75
1692569029076,78.75
1692569029176,78.75
1692569029276,78.5
1692569029376,78.5
1692569029477,78.5
1692569029577,78.75
1692569029677,79.0
1692569029777,79.0
1692569029877,78.75
1692569029976,78.5
1692569030076,78.5
1692569030177,78.75
1692569030276,78.5
1692569030376,78.5
1692569030477,78.5
1692569030577,78.5
1692569030676,78.5
1692569030776,78.5
1692569030877,78.5
1692569030977,78.5
1692569031076,78.5
1692569031176,78.5
1692569031277,78.5
1692569031377,78.75
1692569031476,78.5
1692569031577,78.5
1692569031677,78.75
1692569031776,78.5
1692569031876,78.5
1692569031977,78.75
1692569032077,78.5
1692569032177,78.5
1692569032276,78.5
1692569032377,78.5
1692569032477,78.5
1692569032577,78.5
1692569032677,78.5
1692569032776,78.5
1692569032876,78.5
1692569032976,78.5
1692569033076,78.5
1692569033176,78.75
1692569033276,78.5
1692569033376,78.5
1692569033476,78.5
1692569033577,78.5
1692569033676,78.5
1692569033776,78.5
1692569033876,78.5
1692569033976,78.5
1692569034077,78.5
1692569034177,78.5
1692569034277,78.5
1692569034376,78.5
1692569034476,78.5
1692569034576,78.75
1692569034676,78.5
1692569034776,78.75
1692569034876,78.5
1692569034976,78.75
1692569035076,78.5
1692569035177,78.5
1692569035276,78.5
1692569035376,78.75
1692569035476,78.5
1692569035576,78.75
1692569035676,78.75
1692569035777,78.75
1692569035877,78.5
1692569035976,78.5
1692569036077,78.75
1692569036177,78.75
1692569036276,78.5
1692569036376,78.75
1692569036476,78.75
1692569036577,78.75
1692569036676,78.5
1692569036777,78.75
1692569036876,78.75
1692569036976,78.5
1692569037076,78.75
1692569037177,78.75
1692569037277,78.75
1692569037376,78.75
1692569037477,78.5
1692569037577,78.75
1692569037676,78.75
1692569037776,78.75
1692569037876,79.0
1692569037977,79.0
1692569038076,79.25
1692569038176,79.0
1692569038276,78.75
1692569038376,78.75
1692569038477,78.75
1692569038576,78.75
1692569038676,78.75
1692569038777,78.75
1692569038877,78.75
1692569038976,78.75
1692569039077,79.0
1692569039177,79.0
1692569039276,78.75
1692569039376,79.0
1692569039477,79.0
1692569039577,79.0
1692569039676,79.0
1692569039777,79.0
1692569039876,79.0
1692569039976,79.0
1692569040077,79.0
1692569040177,79.25
1692569040276,79.5
1692569040376,79.75
1692569040477,79.5
1692569040577,79.25
1692569040677,79.0
1692569040777,79.0
1692569040877,79.0
1692569040976,79.0
1692569041076,79.0
1692569041176,79.0
1692569041277,79.0
1692569041377,79.0
1692569041476,79.0
1692569041576,79.0
1692569041677,79.0
1692569041777,79.25
1692569041876,79.0
1692569041977,79.25
1692569042076,79.25
1692569042177,79.25
1692569042277,79.25
1692569042376,79.0
1692569042476,79.0
1692569042577,79.0
1692569042677,79.0
1692569042776,79.0
1692569042876,79.25
1692569042977,79.0
1692569043076,79.0
1692569043176,79.25
1692569043277,79.0
1692569043376,79.0
1692569043477,79.0
1692569043577,79.0
1692569043676,79.25
1692569043776,79.25
1692569043877,79.0
1692569043977,79.0
1692569044076,79.0
1692569044176,79.25
1692569044277,79.25
1692569044377,79.25
1692569044477,79.25
1692569044577,79.25
1692569044677,79.25
1692569044776,79.0
1692569044876,79.25
1692569044977,79.25
1692569045077,79.25
1692569045177,79.25
1692569045276,79.25
1692569045376,79.25
1692569045476,79.25
1692569045576,79.25
1692569045676,79.25
1692569045777,79.25
1692569045876,79.5
1692569045977,79.25
1692569046076,79.5
1692569046177,79.5
1692569046277,79.5
1692569046377,79.5
1692569046477,79.25
1692569046576,79.25
1692569046676,79.25
1692569046777,79.0
1692569046876,79.25
1692569046976,79.25
1692569047076,79.25
1692569047176,79.5
1692569047276,79.25
1692569047376,79.25
1692569047476,79.25
1692569047577,79.25
1692569047676,79.25
1692569047777,79.5
1692569047877,79.5
1692569047976,79.5
1692569048077,79.5
1692569048176,79.5
1692569048277,79.25
1692569048377,79.25
1692569048477,79.25
1692569048576,79.5
1692569048676,79.75
1692569048776,79.5
1692569048877,79.5
1692569048977,79.5
1692569049076,79.5
1692569049177,79.5
1692569049276,79.5
1692569049376,79.75
1692569049476,79.75
1692569049576,79.5
1692569049677,79.75
1692569049777,79.5
1692569049877,79.5
1692569049976,79.25
1692569050076,79.25
1692569050176,79.25
1692569050276,79.5
1692569050376,79.5
1692569050477,79.5
1692569050577,79.75
1692569050677,79.75
1692569050777,79.75
1692569050877,79.75
1692569050976,79.75
1692569051076,79.75
1692569051177,79.75
1692569051277,79.75
1692569051376,79.75
1692569051477,79.75
1692569051577,79.75
1692569051676,79.75
1692569051777,79.75
1692569051877,79.75
1692569051976,79.75
1692569052076,79.75
1692569052177,79.5
1692569052276,79.5
1692569052376,79.5
1692569052476,79.75
1692569052576,79.75
1692569052677,79.75
1692569052777,79.75
1692569052876,79.75
1692569052976,79.75
1692569053077,80.0
1692569053177,80.0
1692569053277,79.75
1692569053377,80.0
1692569053477,80.0
1692569053577,80.0
1692569053677,80.0
1692569053776,80.0
1692569053876,80.25
1692569053977,80.25
1692569054076,80.25
1692569054177,80.0
1692569054277,80.0
1692569054377,80.25
1692569054476,80.0
1692569054577,80.0
1692569054677,80.25
1692569054776,80.25
1692569054877,80.25
1692569054976,80.25
1692569055076,80.25
1692569055177,80.25
1692569055276,80.5
1692569055376,80.75
1692569055477,80.5
1692569055577,80.25
1692569055677,80.25
1692569055777,80.25
1692569055877,80.25
1692569055976,80.25
1692569056076,80.0
1692569056177,80.25
1692569056277,80.0
1692569056377,80.25
1692569056476,80.25
1692569056576,80.25
1692569056677,80.25
1692569056776,80.75
1692569056876,80.75
1692569056976,80.5
1692569057076,80.5
1692569057177,80.25
1692569057276,80.25
1692569057376,80.25
1692569057477,80.25
1692569057577,80.25
1692569057676,80.25
1692569057776,80.25
1692569057876,80.25
1692569057977,80.25
1692569058077,80.5
1692569058176,80.25
1692569058276,80.5
1692569058377,80.5
1692569058476,80.25
1692569058577,80.25
1692569058676,80.5
1692569058777,80.5
1692569058876,80.5
1692569058976,80.25
1692569059076,80.25
1692569059176,80.25
1692569059276,80.75
1692569059376,80.75
1692569059476,80.5
1692569059576,80.5
1692569059677,80.5
1692569059777,80.25
1692569059876,80.5
1692569059976,80.25
1692569060077,80.25
1692569060176,80.25
1692569060276,80.25
1692569060376,80.5
1692569060477,80.75
1692569060577,80.75
1692569060677,80.75
1692569060777,80.75
1692569060877,80.5
1692569060976,80.5
1692569061076,80.5
1692569061177,80.5
1692569061276,80.5
1692569061376,80.5
1692569061476,80.5
1692569061576,80.5
1692569061677,80.5
1692569061776,80.5
1692569061877,80.5
1692569061977,80.75
1692569062077,80.75
1692569062176,80.5
1692569062276,80.75
1692569062376,80.75
1692569062476,81.0
1692569062577,81.0
1692569062676,81.0
1692569062777,80.75
1692569062876,80.75
1692569062977,80.75
1692569063076,80.75
1692569063176,80.75
1692569063276,80.75
1692569063377,80.75
1692569063477,80.75
1692569063577,80.5
1692569063677,81.0
1692569063777,81.0
1692569063876,81.0
1692569063976,80.75
1692569064076,80.75
1692569064176,80.5
1692569064277,80.75
1692569064377,80.75
1692569064476,80.75
1692569064576,80.75
1692569064676,80.75
1692569064776,80.75
1692569064876,80.75
1692569064976,80.75
1692569065077,80.75
1692569065177,81.0
1692569065277,81.0
1692569065377,80.75
1692569065476,80.75
1692569065577,81.0
1692569065676,80.75
1692569065776,80.75
1692569065876,80.75
1692569065977,80.75
1692569066076,80.75
1692569066177,80.5
1692569066276,80.75
1692569066377,80.75
1692569066477,81.0
1692569066576,81.25
1692569066676,81.0
1692569066776,81.0
1692569066876,81.0
1692569066976,81.0
1692569067076,81.0
1692569067177,81.0
1692569067276,81.0
1692569067376,81.0
1692569067477,81.0
1692569067577,80.75
1692569067676,80.75
1692569067777,80.75
1692569067876,81.0
1692569067976,81.25
1692569068076,81.0
1692569068176,81.0
1692569068277,81.0
1692569068377,81.0
1692569068476,81.0
1692569068576,81.0
1692569068676,81.0
1692569068776,81.0
1692569068876,81.0
1692569068977,81.0
1692569069076,81.0
1692569069176,81.0
1692569069277,81.0
1692569069377,80.75
1692569069476,81.25
1692569069577,81.5
1692569069676,81.5
1692569069777,81.25
1692569069877,81.25
1692569069977,81.0
1692569070077,81.0
1692569070177,80.75
1692569070277,81.0
1692569070376,81.0
1692569070477,81.0
1692569070577,81.0
1692569070677,81.0
1692569070776,81.0
1692570289476,63.5
1692570289576,63.75
1692570289676,63.75
1692570289776,64.75
1692570289877,66.25
1692570289976,68.0
1692570290077,74.25
1692570290176,77.25
1692570290277,79.0
1692570290377,81.0
1692570290476,82.75
1692570290576,83.75
1692570290677,85.0
1692570290776,85.0
1692570290877,84.75
1692570290977,85.5
1692570291076,86.25
1692570291176,86.75
1692570291276,86.25
1692570291377,86.25
1692570291476,86.0
1692570291576,86.5
1692570291676,86.5
1692570291777,86.75
1692570291877,86.75
1692570291976,86.75
1692570292076,87.25
1692570292177,87.25
1692570292276,87.25
1692570292377,87.25
1692570292477,87.5
1692570292577,87.25
1692570292676,87.0
1692570292777,87.25
1692570292876,87.0
1692570292976,87.0
1692570293076,87.0
1692570293177,87.0
1692570293276,87.0
1692570293377,86.5
1692570293477,86.5
1692570293576,86.5
1692570293677,86.25
1692570293777,85.5
1692570293877,85.5
1692570293976,85.25
1692570294077,85.75
1692570294176,85.75
1692570294276,85.75
1692570294376,85.0
1692570294476,85.25
1692570294576,85.0
1692570294676,84.75
1692570294776,85.0
1692570294878,84.75
1692570294976,84.75
1692570295077,84.5
1692570295177,84.5
1692570295276,84.5
1692570295377,84.5
1692570295477,84.5
1692570295577,84.5
1692570295676,84.5
1692570295776,84.25
1692570295876,84.0
1692570295977,84.0
1692570296076,84.0
1692570296176,84.0
1692570296276,84.25
1692570296377,84.25
1692570296477,84.25
1692570296576,84.0
1692570296677,84.0
1692570296776,84.0
1692570296877,84.0
1692570296976,84.25
1692570297077,84.0
1692570297176,84.0
1692570297277,83.75
1692570297376,83.75
1692570297477,83.75
1692570297576,83.5
1692570297677,83.25
1692570297777,83.25
1692570297876,83.5
1692570297976,83.0
1692570298077,83.75
1692570298177,83.75
1692570298277,83.5
1692570298376,83.25
1692570298477,83.25
1692570298577,83.25
1692570298676,83.75
1692570298776,83.5
1692570298877,83.5
1692570298976,83.25
1692570299077,83.25
1692570299177,83.0
1692570299277,83.25
1692570299377,83.25
1692570299476,83.5
1692570299577,83.25
1692570299676,83.25
1692570299776,83.0
1692570299877,83.0
1692570299976,83.0
1692570300077,83.25
1692570300177,83.25
1692570300276,83.25
1692570300376,83.0
1692570300476,82.75
1692570300576,83.0
1692570300677,83.0
1692570300777,83.0
1692570300876,83.0
1692570300976,83.25
1692570301077,83.0
1692570301176,83.0
1692570301277,82.75
1692570301376,82.75
1692570301476,82.75
1692570301577,82.75
1692570301677,82.75
1692570301777,83.0
1692570301877,83.25
1692570301976,83.0
1692570302077,82.75
1692570302177,82.75
1692570302277,83.0
1692570302376,82.75
1692570302477,82.75
1692570302576,82.75
1692570302676,83.0
1692570302776,83.0
1692570302876,83.0
1692570302976,83.0
1692570303077,83.0
1692570303177,82.75
1692570303277,83.0
1692570303376,83.0
1692570303477,83.25
1692570303576,83.25
1692570303677,83.0
1692570303776,82.75
1692570303877,82.75
1692570303976,83.0
1692570304077,82.75
1692570304176,82.75
1692570304277,82.75
1692570304376,82.75
1692570304477,83.0
1692570304577,83.0
1692570304676,83.0
1692570304777,83.0
1692570304876,83.0
1692570304976,83.25
1692570305076,83.25
1692570305177,83.25
1692570305276,83.0
1692570305376,83.0
1692570305476,83.0
1692570305576,83.25
1692570305677,83.25
1692570305777,83.25
1692570305876,83.25
1692570305977,83.0
1692570306076,83.0
1692570306177,83.0
1692570306277,83.0
1692570306377,83.0
1692570306476,83.0
1692570306577,82.75
1692570306677,83.25
1692570306777,83.25
1692570306877,83.25
1692570306977,83.25
1692570307077,83.5
1692570307177,83.25
1692570307276,83.0
1692570307376,83.0
1692570307476,82.75
1692570307576,83.0
1692570307677,83.0
1692570307777,83.0
1692570307876,83.0
1692570307977,83.0
1692570308076,83.25
1692570308176,83.5
1692570308277,83.5
1692570308377,83.25
1692570308476,83.25
1692570308576,83.25
1692570308677,83.25
1692570308777,83.25
1692570308876,83.0
1692570308976,83.0
1692570309077,83.0
1692570309177,83.0
1692570309277,83.25
1692570309377,83.5
1692570309476,83.5
1692570309576,83.75
1692570309676,83.75
1692570309776,83.5
1692570309876,83.0
1692570309976,83.0
1692570310077,83.25
1692570310177,83.25
1692570310277,83.5
1692570310377,83.5
1692570310477,83.5
1692570310576,83.25
1692570310677,83.25
1692570310777,83.25
1692570310877,83.25
1692570310976,83.25
1692570311077,83.25
1692570311176,83.0
1692570311276,83.0
1692570311376,83.0
1692570311477,83.0
1692570311576,83.5
1692570311676,83.5
1692570311776,83.5
1692570311877,83.75
1692570311977,83.75
1692570312076,83.5
1692570312177,83.5
1692570312276,83.5
1692570312377,83.75
1692570312476,83.5
1692570312577,83.25
1692570312676,83.25
1692570312776,83.25
1692570312876,83.25
1692570312977,83.75
1692570313077,83.75
1692570313177,84.0
1692570313276,84.0
1692570313377,84.0
1692570313477,83.75
1692570313576,83.5
1692570313676,83.5
1692570313776,83.5
1692570313876,83.75
1692570313977,84.0
1692570314077,84.0
1692570314177,84.0
1692570314277,84.0
1692570314377,84.0
1692570314476,83.75
1692570314577,83.5
1692570314676,83.75
1692570314776,83.75
1692570314877,83.5
1692570314977,83.75
1692570315077,84.0
1692570315177,84.0
1692570315277,84.0
1692570315376,84.25
1692570315477,84.25
1692570315576,84.25
1692570315677,84.5
1692570315776,84.25
1692570315877,84.25
1692570315977,84.25
1692570316077,84.0
1692570316177,84.0
1692570316277,84.0
1692570316376,83.75
1692570316477,84.0
1692570316577,84.25
1692570316677,84.25
1692570316777,84.25
1692570316876,84.0
1692570316977,83.75
1692570317077,83.75
1692570317176,84.0
1692570317277,84.25
1692570317376,84.25
1692570317477,84.0
1692570317577,84.0
1692570317677,84.0
1692570317777,84.0
1692570317877,84.25
1692570317977,84.25
1692570318076,84.25
1692570318176,84.25
1692570318276,84.5
1692570318377,84.5
1692570318477,84.75
1692570318577,84.5
1692570318676,84.5
1692570318776,84.5
1692570318876,84.5
1692570318977,84.75
1692570319076,84.75
1692570319176,84.75
1692570319276,84.25
1692570319376,84.25
1692570319476,84.25
1692570319576,84.25
1692570319676,84.25
1692570319777,84.25
1692570319876,84.5
1692570319977,84.75
1692570320077,84.5
1692570320176,84.75
1692570320276,84.75
1692570320377,84.5
1692570320477,84.5
1692570320577,84.25
1692570320676,84.5
1692570320777,84.75
1692570320876,84.75
1692570320976,85.0
1692570321077,85.0
1692570321177,85.0
1692570321277,84.75
1692570321377,84.5
1692570321477,84.5
1692570321576,85.0
1692570321677,85.0
1692570321776,85.0
1692570321877,85.0
1692570321976,85.0
1692570322076,85.0
1692570322176,85.0
1692570322277,85.0
1692570322377,85.0
1692570322476,84.75
1692570322576,84.75
1692570322676,85.0
1692570322777,85.25
1692570322877,85.25
1692570322977,85.5
1692570323076,85.25
1692570323177,85.25
1692570323276,85.0
