time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal,is_heating
1687858959.156383415s,25.25,26.5,21.5,25.75,20.5,25.75,true
1687858959.164472339s,25.25,26.5,24.25,25.75,20.5,25.75,true
1687858959.325151815s,25.25,26.5,22.75,25.6875,24.75,25.75,true
1687858959.332286747s,25.25,26.5,22.75,25.6875,24.75,25.75,true
1687858959.340364671s,25.25,26.5,22.75,25.6875,24.75,25.75,true
1687858959.348665592s,25.25,26.5,22.75,25.6875,24.75,25.75,true
1687858959.35735451s,25.25,26.5,22.75,25.6875,24.75,25.75,true
1687858959.364858438s,25.25,26.5,22.75,25.6875,24.75,25.8125,true
1687858959.372835363s,25.25,26.5,22.75,25.6875,24.75,25.8125,true
1687858959.380434291s,25.25,26.5,22.75,25.6875,24.75,25.8125,true
1687858959.389059209s,25.25,26.5,22.75,25.6875,24.75,25.8125,true
1687858959.548979692s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858959.557167615s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858959.564705543s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858959.57240647s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858959.581103388s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858959.588733315s,25.25,26.5,24,25.6875,24.5,25.8125,true
1687858959.596236244s,25.25,26.5,24,25.6875,24.5,25.8125,true
1687858959.605184159s,25.25,26.5,24,25.6875,24.5,25.8125,true
1687858959.613489081s,25.25,26.5,22,25.6875,24.5,25.8125,true
1687858959.621027009s,25.25,26.5,22,25.6875,24.5,25.8125,true
1687858959.628969934s,25.25,26.5,22,25.6875,24,25.8125,true
1687858959.636531862s,25.25,26.5,22,25.6875,24,25.8125,true
1687858959.645044781s,25.25,26.5,22,25.6875,24,25.8125,true
1687858959.65255271s,25.25,26.5,22,25.6875,24,25.8125,true
1687858959.661167628s,25.25,26.5,22,25.6875,24,25.8125,true
1687858959.669846546s,25.25,26.5,22,25.6875,24,25.75,true
1687858959.676261485s,25.25,26.4375,22,25.6875,24,25.75,true
1687858959.685194401s,25.25,26.4375,25,25.6875,24,25.75,true
1687858959.844817887s,25.5,26.5,22,25.6875,24.75,25.8125,true
1687858959.852447815s,25.5,26.5,22,25.6875,24.75,25.8125,true
1687858959.861558728s,25.25,26.5,22,25.6875,24.75,25.8125,true
1687858959.869166656s,25.25,26.5,22,25.6875,24.75,25.8125,true
1687858959.876696585s,25.25,26.5,22,25.6875,24.75,25.8125,true
1687858959.88452851s,25.25,26.5,22,25.6875,24.75,25.75,true
1687858959.89304243s,25.25,26.5,22,25.6875,24.75,25.75,true
1687858959.900660357s,25.25,26.5,22,25.6875,24.75,25.75,true
1687858959.908252285s,25.25,26.5,23.75,25.6875,24.75,25.75,true
1687858960.068682764s,25.25,26.5,23.5,25.6875,24.75,25.8125,true
1687858960.076846687s,25.25,26.5,23.5,25.6875,24.75,25.8125,true
1687858960.084992609s,25.5,26.5,23.5,25.6875,24.75,25.8125,true
1687858960.092671536s,25.5,26.5,23.5,25.75,24.75,25.8125,true
1687858960.100397463s,25.5,26.5,23.5,25.75,24.75,25.8125,true
1687858960.109034381s,25.5,26.5,23.5,25.75,24.75,25.75,true
1687858960.11659531s,25.5,26.5,23.5,25.75,24.75,25.75,true
1687858960.125174228s,25.5,26.5,22,25.75,24.75,25.75,true
1687858960.132689157s,25.5,26.5,22,25.75,24.75,25.75,true
1687858960.140285085s,25.5,26.5,22,25.75,24.75,25.75,true
1687858960.148939003s,25.5,26.5,22,25.75,23.5,25.75,true
1687858960.156462931s,25.25,26.5,22,25.75,23.5,25.75,true
1687858960.16508385s,25.25,26.5,22,25.6875,23.5,25.75,true
1687858960.172588779s,25.25,26.5,22,25.6875,23.5,25.75,true
1687858960.180304705s,25.25,26.5,22,25.6875,23.5,25.75,true
1687858960.188960623s,25.25,26.5,22,25.6875,23.5,25.8125,true
1687858960.196459552s,25.25,26.5,22,25.6875,23.5,25.8125,true
1687858960.20517047s,25.25,26.5,25.25,25.6875,23.5,25.8125,true
1687858960.212638399s,25.25,26.5,25.25,25.6875,23.5,25.8125,true
1687858960.220252327s,25.25,26.5,25.25,25.6875,22.25,25.8125,true
1687858960.228842245s,25.25,26.5,25.25,25.6875,22.25,25.8125,true
1687858960.236380174s,25.25,26.5,25.25,25.6875,22.25,25.8125,true
1687858960.244590096s,25.25,26.5,25.25,25.6875,22.25,25.8125,true
1687858960.253133015s,25.25,26.5,25.25,25.6875,22.25,25.8125,true
1687858960.261236938s,25.25,26.5,25.25,25.6875,22.25,25.8125,true
1687858960.26943886s,25.25,26.5,25.25,25.6875,22.25,25.8125,true
1687858960.277062788s,25.25,26.5,24.25,25.6875,22.25,25.8125,true
1687858960.284633716s,25.25,26.5,24.25,25.6875,22.25,25.8125,true
1687858960.293165635s,25.25,26.5,24.25,25.6875,21.5,25.8125,true
1687858960.300891562s,25.25,26.5,24.25,25.6875,21.5,25.8125,true
1687858960.308659488s,25.25,26.5,24.25,25.6875,21.5,25.8125,true
1687858960.317707402s,25.25,26.5,24.25,25.6875,21.5,25.8125,true
1687858960.32423634s,25.25,26.5,24.25,25.6875,21.5,25.8125,true
1687858960.332373263s,25.25,26.5,24.25,25.6875,21.5,25.75,true
1687858960.340557186s,25.25,26.5,24.25,25.6875,21.5,25.75,true
1687858960.34851911s,25.25,26.5,21.5,25.6875,21.5,25.75,true
1687858960.356669033s,25.25,26.5,21.5,25.6875,21.5,25.75,true
1687858960.364218961s,25.25,26.5,21.5,25.6875,21.5,25.75,true
1687858960.37276688s,25.25,26.5,21.5,25.6875,20,25.75,true
1687858960.380329809s,25.25,26.5,21.5,25.6875,20,25.75,true
1687858960.388718729s,25.25,26.5,21.5,25.6875,20,25.75,true
1687858960.396580654s,25.25,26.5,21.5,25.6875,20,25.75,true
1687858960.40446258s,25.25,26.5,21.5,25.6875,20,25.75,true
1687858960.413197497s,25.25,26.5,21.5,25.6875,20,25.8125,true
1687858960.420748425s,25.25,26.5,21.5,25.6875,20,25.8125,true
1687858960.429098346s,25.25,26.5,24,25.6875,20,25.8125,true
1687858960.581077905s,25.25,26.5,23.25,25.6875,24.5,25.75,true
1687858960.589240827s,25.25,26.5,23.25,25.6875,24.25,25.75,true
1687858960.596634757s,25.25,26.5,23.25,25.6875,24.25,25.75,true
1687858960.605055677s,25.25,26.5,23.25,25.6875,24.25,25.75,true
1687858960.613294599s,25.25,26.5,23.25,25.75,24.25,25.75,true
1687858960.622193515s,25.25,26.5,23.25,25.75,24.25,25.75,true
1687858960.629605445s,25.25,26.5,23.25,25.75,24.25,25.8125,true
1687858960.637048374s,25.25,26.5,23.25,25.75,24.25,25.8125,true
1687858960.645157297s,25.25,26.5,23,25.75,24.25,25.8125,true
1687858960.652466228s,25.25,26.5,23,25.75,24.25,25.8125,true
1687858960.661110146s,25.25,26.5,23,25.75,24.25,25.8125,true
1687858960.668335077s,25.25,26.5,23,25.75,23.5,25.8125,true
1687858960.676818997s,25.25,26.5,23,25.75,23.5,25.8125,true
1687858960.685331916s,25.25,26.5,23,25.6875,23.5,25.8125,true
1687858960.693688837s,25.25,26.5,23,25.6875,23.5,25.8125,true
1687858960.700351774s,25.25,26.5,23,25.6875,23.5,25.8125,true
1687858960.708779694s,25.25,26.5,23,25.6875,23.5,25.75,true
1687858960.717164614s,25.25,26.5,23,25.6875,23.5,25.75,true
1687858960.724745542s,25.25,26.5,26.25,25.6875,23.5,25.75,true
1687858960.732566468s,25.25,26.5,26.25,25.6875,23.5,25.75,true
1687858960.740744391s,25.25,26.5,26.25,25.6875,22.75,25.75,true
1687858960.748974313s,25.25,26.5,26.25,25.6875,22.75,25.75,true
1687858960.756515241s,25.25,26.5,26.25,25.6875,22.75,25.75,true
1687858960.765017161s,25.25,26.5,26.25,25.6875,22.75,25.75,true
1687858960.772372091s,25.25,26.5,26.25,25.6875,22.75,25.75,true
1687858960.781109008s,25.25,26.5,26.25,25.6875,22.75,25.75,true
1687858960.788790935s,25.25,26.5,26.25,25.6875,22.75,25.75,true
1687858960.796302864s,25.25,26.5,22.75,25.6875,22.75,25.75,true
1687858960.804892782s,25.25,26.5,22.75,25.6875,22.75,25.75,true
1687858960.812398711s,25.25,26.5,22.75,25.6875,23.5,25.75,true
1687858960.821067629s,25.25,26.5,22.75,25.6875,23.5,25.75,true
1687858960.828947554s,25.25,26.5,22.75,25.6875,23.5,25.75,true
1687858960.837109477s,25.25,26.5,22.75,25.6875,23.5,25.75,true
1687858960.844646405s,25.25,26.5,22.75,25.6875,23.5,25.75,true
1687858960.85260933s,25.25,26.5,22.75,25.6875,23.5,25.75,true
1687858960.86101825s,25.25,26.4375,22.75,25.6875,23.5,25.75,true
1687858960.868654178s,25.25,26.4375,21.75,25.6875,23.5,25.75,true
1687858960.877345095s,25.25,26.4375,21.75,25.6875,23.5,25.75,true
1687858960.884956023s,25.25,26.4375,21.75,25.6875,23.5,25.75,true
1687858960.892472952s,25.25,26.4375,21.75,25.6875,22.25,25.75,true
1687858960.90114887s,25.25,26.4375,21.75,25.6875,22.25,25.75,true
1687858960.908798797s,25.25,26.4375,21.75,25.6875,22.25,25.75,true
1687858960.917355716s,25.25,26.4375,21.75,25.6875,22.25,25.75,true
1687858960.924915644s,25.25,26.4375,21.75,25.6875,22.25,25.75,true
1687858960.932460573s,25.25,26.5,21.75,25.6875,22.25,25.8125,true
1687858960.940188499s,25.25,26.5,24,25.6875,22.25,25.8125,true
1687858960.948920417s,25.25,26.5,24,25.6875,22.25,25.8125,true
1687858961.100253981s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858961.109037898s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858961.116886824s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858961.124450752s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858961.132982671s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858961.140599599s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858961.148832521s,25.25,26.5,22.75,25.6875,24.5,25.8125,true
1687858961.156529448s,25.25,26.5,22.75,25.6875,24.5,25.8125,true
1687858961.165076367s,25.25,26.5,23,25.6875,24.5,25.8125,true
1687858961.17315329s,25.25,26.5,23,25.6875,24.5,25.8125,true
1687858961.324493855s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858961.333214772s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858961.341199697s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858961.348782625s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858961.357164545s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858961.364740473s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858961.372273402s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858961.38087732s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858961.388753246s,25.25,26.5,21.25,25.6875,24.5,25.75,true
1687858961.39674017s,25.25,26.5,21.25,25.6875,24.5,25.75,true
1687858961.404327098s,25.25,26.5,21.25,25.6875,24.5,25.75,true
1687858961.412829017s,25.25,26.5,21.25,25.6875,19.5,25.75,true
1687858961.420405945s,25.25,26.5,21.25,25.6875,19.5,25.75,true
1687858961.428720867s,25.25,26.5,21.25,25.6875,19.5,25.75,true
1687858961.436941789s,25.25,26.5,21.25,25.6875,19.5,25.75,true
1687858961.444993712s,25.25,26.5,21.25,25.6875,19.5,25.75,true
1687858961.452561641s,25.25,26.5,21.25,25.6875,19.5,25.75,true
1687858961.46101856s,25.25,26.5,25,25.6875,19.5,25.75,true
1687858961.468589489s,25.25,26.5,25,25.6875,19.5,25.75,true
1687858961.620756046s,25.25,26.5,22,25.6875,24.5,25.75,true
1687858961.629508963s,25.25,26.5,22,25.6875,24.5,25.75,true
1687858961.63711389s,25.25,26.5,22,25.6875,24.5,25.75,true
1687858961.644918816s,25.25,26.5,22,25.6875,24.5,25.75,true
1687858961.652514744s,25.25,26.5,22,25.6875,24.5,25.75,true
1687858961.661132663s,25.25,26.5,22,25.6875,24.5,25.75,true
1687858961.668946589s,25.25,26.5,22,25.6875,24.5,25.75,true
1687858961.676756514s,25.25,26.5,22,25.6875,24.5,25.75,true
1687858961.684321443s,25.25,26.5,23.75,25.6875,24.5,25.75,true
1687858961.692831362s,25.25,26.5,23.75,25.6875,24.5,25.75,true
1687858961.844378925s,25.25,26.5,23.5,25.6875,24.5,25.75,true
1687858961.852539847s,25.25,26.5,23.5,25.6875,24.5,25.75,true
1687858961.861586762s,25.25,26.5,23.5,25.6875,24.5,25.75,true
1687858961.868265698s,25.25,26.5,23.5,25.6875,24.5,25.75,true
1687858961.877052615s,25.25,26.5,23.5,25.75,24.5,25.75,true
1687858961.884623543s,25.25,26.5,23.5,25.75,24.5,25.75,true
1687858961.89231047s,25.25,26.5,23.5,25.75,24.5,25.8125,true
1687858961.901050387s,25.25,26.4375,23.5,25.75,24.5,25.8125,true
1687858961.908983312s,25.25,26.4375,22,25.75,24.5,25.8125,true
1687858961.916532241s,25.25,26.4375,22,25.75,24.5,25.8125,true
1687858961.925096159s,25.25,26.4375,22,25.75,24.5,25.8125,true
1687858961.932636088s,25.25,26.4375,22,25.75,20,25.8125,true
1687858961.940783011s,25.25,26.4375,22,25.75,20,25.8125,true
1687858961.948386939s,25.25,26.4375,22,25.75,20,25.8125,true
1687858961.957336854s,25.25,26.4375,22,25.75,20,25.8125,true
1687858961.964853782s,25.25,26.4375,22,25.75,20,25.8125,true
1687858961.972403711s,25.25,26.5,22,25.75,20,25.75,true
1687858961.981006629s,25.25,26.5,25.5,25.75,20,25.75,true
1687858961.988846555s,25.25,26.5,25.5,25.75,20,25.75,true
1687858961.996660481s,25.25,26.5,25.5,25.75,20,25.75,true
1687858962.004226409s,25.25,26.5,25.5,25.75,22.5,25.75,true
1687858962.012329332s,25.25,26.5,25.5,25.75,22.5,25.75,true
1687858962.02099825s,25.25,26.5,25.5,25.6875,22.5,25.75,true
1687858962.028596178s,25.25,26.5,25.5,25.6875,22.5,25.75,true
1687858962.037161097s,25.25,26.5,25.5,25.6875,22.5,25.75,true
1687858962.044297029s,25.25,26.5,25.5,25.6875,22.5,25.75,true
1687858962.052830948s,25.25,26.5,24.5,25.6875,22.5,25.75,true
1687858962.060408876s,25.25,26.5,24.5,25.6875,22.5,25.75,true
1687858962.069029795s,25.25,26.5,24.5,25.6875,22.5,25.75,true
1687858962.07690972s,25.25,26.5,24.5,25.6875,23.25,25.75,true
1687858962.084482648s,25.25,26.5,24.5,25.6875,23.25,25.75,true
1687858962.09370956s,25.25,26.5,24.5,25.6875,23.25,25.75,true
1687858962.100731494s,25.25,26.5,24.5,25.6875,23.25,25.75,true
1687858962.10853942s,25.25,26.5,24.5,25.6875,23.25,25.75,true
1687858962.117037339s,25.25,26.5,24.5,25.6875,23.25,25.8125,true
1687858962.124568268s,25.25,26.5,24.5,25.6875,23.25,25.8125,true
1687858962.133083187s,25.25,26.5,22,25.6875,23.25,25.8125,true
1687858962.140697115s,25.25,26.5,22,25.6875,23.25,25.8125,true
1687858962.148289043s,25.25,26.5,22,25.6875,23.25,25.8125,true
1687858962.156935961s,25.25,26.5,22,25.6875,23.5,25.8125,true
1687858962.164482889s,25.25,26.5,22,25.6875,23.5,25.8125,true
1687858962.173113807s,25.25,26.5,22,25.6875,23.5,25.8125,true
1687858962.181028732s,25.25,26.5,22,25.6875,23.5,25.8125,true
1687858962.189268654s,25.25,26.5,22,25.6875,23.5,25.8125,true
1687858962.196797583s,25.25,26.5,22,25.6875,23.5,25.75,true
1687858962.204630509s,25.25,26.5,24,25.6875,23.5,25.75,true
1687858962.365112987s,25.5,26.5,23.25,25.6875,24.5,25.75,true
1687858962.372267919s,25.5,26.5,23.25,25.6875,24.5,25.75,true
1687858962.381012836s,25.25,26.5,23.25,25.6875,24.75,25.75,true
1687858962.388242767s,25.25,26.5,23.25,25.6875,24.75,25.75,true
1687858962.396760687s,25.25,26.5,23.25,25.6875,24.75,25.75,true
1687858962.40484961s,25.25,26.5,23.25,25.6875,24.75,25.75,true
1687858962.412562537s,25.25,26.5,23.25,25.6875,24.75,25.75,true
1687858962.420265464s,25.25,26.5,23.25,25.6875,24.75,25.75,true
1687858962.428536385s,25.25,26.5,22,25.6875,24.75,25.75,true
1687858962.437106304s,25.25,26.5,22,25.6875,24.75,25.75,true
1687858962.444690232s,25.25,26.5,22,25.6875,24.75,25.75,true
1687858962.452784155s,25.25,26.5,22,25.6875,20.75,25.75,true
1687858962.460406083s,25.25,26.5,22,25.6875,20.75,25.75,true
1687858962.469044001s,25.25,26.5,22,25.6875,20.75,25.75,true
1687858962.476759928s,25.25,26.5,22,25.6875,20.75,25.75,true
1687858962.485264847s,25.25,26.5,22,25.6875,20.75,25.75,true
1687858962.492818776s,25.25,26.5,22,25.6875,20.75,25.8125,true
1687858962.501054698s,25.25,26.5,25.25,25.6875,20.75,25.8125,true
1687858962.508632626s,25.25,26.5,25.25,25.6875,20.75,25.8125,true
1687858962.516735549s,25.25,26.5,25.25,25.6875,20.75,25.8125,true
1687858962.52502047s,25.25,26.5,25.25,25.6875,21,25.8125,true
1687858962.532508399s,25.25,26.5,25.25,25.6875,21,25.8125,true
1687858962.541122318s,25.25,26.5,25.25,25.6875,21,25.8125,true
1687858962.548767245s,25.25,26.5,25.25,25.6875,21,25.8125,true
1687858962.556313174s,25.25,26.5,25.25,25.6875,21,25.8125,true
1687858962.564437097s,25.25,26.4375,25.25,25.6875,21,25.8125,true
1687858962.572961016s,25.25,26.4375,23.75,25.6875,21,25.8125,true
1687858962.580675943s,25.25,26.4375,23.75,25.6875,21,25.8125,true
1687858962.588844865s,25.25,26.4375,23.75,25.6875,21,25.8125,true
1687858962.596380794s,25.25,26.4375,23.75,25.6875,23.75,25.8125,true
1687858962.604983712s,25.25,26.4375,23.75,25.6875,23.75,25.8125,true
1687858962.612467641s,25.25,26.4375,23.75,25.6875,23.75,25.8125,true
1687858962.620199568s,25.25,26.4375,23.75,25.6875,23.75,25.8125,true
1687858962.629180483s,25.25,26.4375,23.75,25.6875,23.75,25.8125,true
1687858962.636762411s,25.25,26.5,23.75,25.6875,23.75,25.8125,true
1687858962.644983333s,25.25,26.5,21.75,25.6875,23.75,25.8125,true
1687858962.652573261s,25.25,26.5,21.75,25.6875,23.75,25.8125,true
1687858962.660800183s,25.25,26.5,21.75,25.6875,23.75,25.8125,true
1687858962.66851511s,25.25,26.5,21.75,25.6875,23.75,25.8125,true
1687858962.676668032s,25.25,26.5,21.75,25.6875,21.5,25.8125,true
1687858962.684469958s,25.25,26.5,21.75,25.75,21.5,25.8125,true
1687858962.693083877s,25.25,26.5,21.75,25.75,21.5,25.8125,true
1687858962.700745804s,25.25,26.5,21.75,25.75,21.5,25.8125,true
1687858962.708371732s,25.25,26.5,21.75,25.75,21.5,25.8125,true
1687858962.716875651s,25.25,26.5,21.75,25.75,21.5,25.75,true
1687858962.72438758s,25.25,26.5,24.5,25.75,21.5,25.75,true
1687858962.884859058s,25.5,26.5,22.75,25.6875,24.5,25.75,true
1687858962.89302698s,25.5,26.5,22.75,25.6875,24.5,25.75,true
1687858962.900815907s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858962.909003829s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858962.916542757s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858962.925088676s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858962.932832603s,25.25,26.5,22.75,25.6875,24.5,25.75,true
1687858962.941287523s,25.25,26.5,22.25,25.6875,24.5,25.75,true
1687858962.948489455s,25.25,26.5,22.25,25.6875,24.5,25.75,true
1687858963.109102931s,25.5,26.5,24,25.6875,24.5,25.75,true
1687858963.116222864s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858963.124354787s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858963.132960705s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858963.140533633s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858963.149122552s,25.25,26.5,24,25.6875,24.5,25.75,true
1687858963.156831479s,25.25,26.5,24,25.6875,24.5,25.8125,true
1687858963.164371407s,25.25,26.5,22,25.6875,24.5,25.8125,true
1687858963.173014325s,25.25,26.5,22,25.6875,24.5,25.8125,true
1687858963.180610253s,25.25,26.5,22,25.6875,24.5,25.8125,true
1687858963.188254181s,25.25,26.5,22,25.6875,24.5,25.8125,true
1687858963.1967571s,25.25,26.5,22,25.6875,23,25.8125,true
1687858963.204336028s,25.25,26.5,22,25.75,23,25.8125,true
1687858963.212856948s,25.25,26.5,22,25.75,23,25.8125,true
1687858963.220430876s,25.25,26.5,22,25.75,23,25.8125,true
1687858963.228982795s,25.25,26.5,22,25.75,23,25.8125,true
1687858963.237169717s,25.25,26.5,22,25.75,23,25.75,true
1687858963.244714645s,25.25,26.5,24.75,25.75,23,25.75,true
1687858963.404427131s,25.5,26.5,22,25.6875,24.5,25.8125,true
1687858963.412579054s,25.25,26.5,22,25.6875,24.5,25.8125,true
1687858963.421198972s,25.25,26.5,22,25.6875,24,25.8125,true
1687858963.4288119s,25.25,26.5,22,25.6875,24,25.8125,true
1687858963.436329828s,25.25,26.5,22,25.6875,24,25.8125,true
1687858963.444918747s,25.25,26.5,22,25.6875,24,25.8125,true
1687858963.452447675s,25.25,26.5,22,25.6875,24,25.8125,true
1687858963.461075594s,25.25,26.5,23.75,25.6875,24,25.75,true
1687858963.46888752s,25.25,26.5,23.75,25.6875,24,25.75,true
1687858963.620623081s,25.25,26.5,23.75,25.75,24.5,25.75,true
1687858963.629924992s,25.25,26.5,23.75,25.75,24.5,25.75,true
1687858963.636108934s,25.25,26.5,23.75,25.75,24.5,25.75,true
1687858963.645778842s,25.25,26.5,23.75,25.75,24.25,25.75,true
1687858963.653052773s,25.25,26.5,23.75,25.75,24.25,25.75,true
1687858963.660397703s,25.25,26.5,23.75,25.75,24.25,25.75,true
1687858963.668759624s,25.25,26.5,23.75,25.75,24.25,25.75,true
1687858963.676353552s,25.25,26.5,23.75,25.75,24.25,25.75,true
1687858963.684803472s,25.25,26.5,22.25,25.75,24.25,25.75,true
1687858963.694029385s,25.25,26.5,22.25,25.75,24.25,25.75,true
1687858963.701286316s,25.25,26.5,22.25,25.75,24.25,25.75,true
1687858963.709820235s,25.25,26.5,22.25,25.75,24.25,25.75,true
1687858963.717267164s,25.25,26.5,22.25,25.75,23.5,25.75,true
1687858963.72509409s,25.25,26.5,22.25,25.75,23.5,25.75,true
1687858963.732345021s,25.25,26.5,22.25,25.75,23.5,25.75,true
1687858963.740977939s,25.25,26.5,22.25,25.75,23.5,25.75,true
1687858963.748584867s,25.25,26.5,22.25,25.75,23.5,25.75,true
1687858963.756366793s,25.25,26.5,25.25,25.75,23.5,25.75,true
1687858963.764579716s,25.25,26.5,25.25,25.75,23.5,25.75,true
1687858963.772705638s,25.25,26.5,25.25,25.75,23.5,25.75,true
1687858963.781179558s,25.25,26.5,25.25,25.75,23.5,25.75,true
1687858963.788783486s,25.25,26.5,25.25,25.75,22,25.75,true
1687858963.796298415s,25.25,26.5,25.25,25.75,22,25.75,true
1687858963.804454337s,25.25,26.5,25.25,25.75,22,25.75,true
1687858963.813031256s,25.25,26.5,25.25,25.75,22,25.75,true
1687858963.821131179s,25.25,26.5,25.25,25.75,22,25.75,true
1687858963.828785107s,25.25,26.5,25.25,25.75,22,25.8125,true
1687858963.836971029s,25.25,26.5,24.75,25.75,22,25.8125,true
1687858963.844491958s,25.25,26.5,24.75,25.75,22,25.8125,true
1687858963.853027877s,25.25,26.5,24.75,25.75,22,25.8125,true
1687858963.860773803s,25.25,26.5,24.75,25.75,22.5,25.8125,true
1687858963.868361731s,25.25,26.5,24.75,25.75,22.5,25.8125,true
1687858963.876728652s,25.25,26.5,24.75,25.6875,22.5,25.8125,true
1687858963.88434558s,25.25,26.5,24.75,25.6875,22.5,25.8125,true
1687858963.893124497s,25.25,26.5,24.75,25.6875,22.5,25.8125,true
1687858963.901137421s,25.25,26.5,24.75,25.6875,22.5,25.75,true
1687858963.908793348s,25.25,26.5,22,25.6875,22.5,25.75,true
1687858963.916267277s,25.25,26.5,22,25.6875,22.5,25.75,true
1687858963.924822196s,25.25,26.5,22,25.6875,22.5,25.75,true
1687858963.932365124s,25.25,26.5,22,25.6875,22.5,25.75,true
1687858963.941002042s,25.25,26.5,22,25.6875,23.5,25.75,true
1687858963.94860597s,25.25,26.5,22,25.6875,23.5,25.75,true
