time,target_temp_c,boiler_temp_c,grouphead_temp_c,thermofilter_temp_c,power,pull,steam,heat_level
1691513362671,90.0,53.75,47.5,,1,0,0,0.0
1691513362762,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513362853,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513362945,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513363036,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513363128,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513363220,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513363312,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513363403,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513363495,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513363587,90.0,53.5,47.5,,1,0,0,0.899999976158142
1691513363678,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513363769,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513363860,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513363952,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513364044,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513364135,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513364227,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513364319,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513364411,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513364502,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513364593,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513364685,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513364777,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513364869,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513364960,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513365051,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513365144,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513365235,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513365327,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513365419,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513365510,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513365601,90.0,53.5,47.75,,1,0,0,0.899999976158142
1691513365693,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513365785,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513365876,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513365967,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513366060,90.0,53.5,47.5,,1,0,0,0.899999976158142
1691513366152,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513366243,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513366335,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513366426,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513366517,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513366609,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513366701,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513366793,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513366885,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513366976,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513367068,90.0,53.5,47.5,,1,0,0,0.899999976158142
1691513367160,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513367252,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513367343,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513367435,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513367526,90.0,53.5,47.5,,1,0,0,0.899999976158142
1691513367618,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513367710,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513367802,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513367893,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513367984,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513368077,90.0,53.5,47.5,,1,0,0,0.899999976158142
1691513368168,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513368260,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513368351,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513368443,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513368534,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513368626,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513368717,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513368809,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513368900,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513368991,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513369084,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513369175,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513369267,90.0,53.5,47.75,,1,0,0,0.899999976158142
1691513369360,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513369452,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513369543,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513369637,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513369731,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513369822,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513369913,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513370004,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513370096,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513370188,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513370279,90.0,53.5,47.75,,1,0,0,0.899999976158142
1691513370370,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513370462,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513370554,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513370645,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513370736,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513370828,90.0,53.5,47.75,,1,0,0,0.899999976158142
1691513370920,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513371011,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513371102,90.0,53.5,47.5,,1,0,0,0.899999976158142
1691513371195,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513371287,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513371378,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513371469,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513371561,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513371653,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513371744,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513371836,90.0,53.5,47.75,,1,0,0,0.899999976158142
1691513371928,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513372019,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513372111,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513372203,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513372295,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513372387,90.0,53.75,47.75,,1,0,0,0.899999976158142
1691513372478,90.0,53.75,47.5,,1,0,0,0.899999976158142
1691513372569,90.0,53.5,47.5,,1,0,0,0.899999976158142
