time,boilerTempC,groupheadTempC,heatLevel
1691012236578,34.75,32.75,0.0
1691012236671,35.0,33.0,0.7
1691012236763,35.0,33.0,0.7
1691012236855,35.0,33.0,0.7
1691012236946,35.0,33.0,0.7
1691012237039,35.0,33.0,0.7
1691012237131,35.0,33.0,0.7
1691012237222,35.0,33.0,0.7
1691012237313,35.0,33.0,0.7
1691012237405,35.0,33.0,0.7
1691012237496,35.0,33.0,0.7
1691012237588,35.0,33.0,0.7
1691012237680,35.0,33.0,0.7
1691012237771,35.0,33.0,0.7
1691012237862,35.0,33.0,0.7
1691012237954,35.0,32.75,0.7
1691012238045,35.0,33.0,0.7
1691012238137,35.0,33.0,0.7
1691012238230,35.0,32.75,0.7
1691012238321,35.0,33.0,0.7
1691012238413,35.0,33.0,0.7
1691012238504,35.0,33.0,0.7
1691012238597,35.0,33.0,0.7
1691012238689,34.75,33.0,0.7
1691012238780,35.0,32.75,0.7
1691012238871,35.0,32.75,0.7
1691012238963,35.0,33.0,0.7
1691012239055,35.0,33.0,0.7
1691012239146,35.0,33.0,0.7
1691012239239,35.0,32.75,0.7
1691012239330,35.0,33.0,0.7
1691012239422,35.0,33.0,0.7
1691012239514,35.0,33.0,0.7
1691012239606,35.0,33.0,0.7
1691012239698,35.0,33.0,0.7
1691012239790,35.0,32.75,0.7
1691012239881,35.0,33.0,0.7
1691012239973,35.0,33.0,0.7
1691012240065,35.0,33.0,0.7
1691012240156,35.0,33.0,0.7
1691012240249,35.0,33.0,0.7
1691012240341,35.0,33.0,0.7
1691012240432,35.0,33.0,0.7
1691012240523,35.0,33.0,0.7
1691012240614,35.0,33.0,0.7
1691012240706,35.0,33.0,0.7
1691012240797,35.0,33.0,0.7
1691012240890,35.0,33.0,0.7
1691012240982,34.75,33.0,0.7
1691012241074,35.0,33.0,0.7
1691012241165,35.0,33.0,0.7
1691012241258,35.0,32.75,0.7
1691012241349,35.0,32.75,0.7
1691012241441,35.0,33.0,0.7
1691012241534,35.0,33.0,0.7
1691012241625,35.0,33.0,0.7
1691012241717,35.0,32.75,0.7
1691012241808,35.0,33.0,0.7
1691012241901,35.0,33.0,0.7
1691012241992,35.0,33.0,0.7
1691012242083,35.0,33.0,0.7
1691012242174,35.0,33.0,0.7
1691012242266,35.0,33.0,0.7
1691012242358,35.0,33.0,0.7
1691012242450,35.0,33.0,0.7
1691012242541,35.0,33.0,0.7
1691012242633,35.0,33.0,0.7
1691012242724,35.0,33.0,0.7
1691012242816,35.0,33.0,0.7
1691012242907,35.0,33.0,0.7
1691012242999,35.0,33.0,0.7
1691012243090,35.0,32.75,0.7
1691012243182,35.0,33.0,0.7
1691012243273,35.0,33.0,0.7
1691012243364,35.0,33.0,0.7
1691012243456,35.0,33.0,0.7
1691012243548,35.0,33.0,0.7
1691012243640,35.0,33.0,0.7
1691012243732,35.0,33.0,0.7
1691012243823,35.0,33.0,0.7
1691012243914,35.0,33.0,0.7
1691012244005,35.0,33.0,0.7
1691012244098,35.0,33.0,0.7
1691012244189,35.0,33.0,0.7
1691012244280,35.0,32.75,0.7
1691012244371,35.0,33.0,0.7
1691012244462,35.0,33.0,0.7
1691012244554,35.0,33.0,0.7
1691012244646,35.0,33.0,0.7
1691012244737,35.0,33.0,0.7
1691012244829,35.0,33.0,0.7
1691012244921,35.0,33.0,0.7
1691012245012,35.0,33.0,0.7
1691012245104,35.0,33.0,0.7
1691012245195,35.0,33.0,0.7
1691012245287,35.0,32.75,0.7
1691012245378,35.0,33.0,0.7
1691012245470,35.0,33.0,0.7
1691012245563,35.0,33.0,0.7
1691012245655,35.0,33.0,0.7
1691012245747,35.0,33.0,0.7
1691012245838,35.0,33.0,0.7
1691012245930,35.0,33.0,0.7
1691012246021,35.0,33.0,0.7
1691012246113,35.0,33.0,0.7
1691012246205,35.0,33.0,0.7
1691012246296,35.0,33.0,0.7
1691012246387,34.75,33.0,0.7
1691012246479,34.75,33.0,0.7
1691012246572,35.0,33.0,0.7
1691012246663,35.0,33.0,0.7
1691012246754,35.0,33.0,0.7
1691012246845,35.0,33.0,0.7
1691012246936,35.0,33.0,0.7
1691012247028,34.75,33.0,0.7
1691012247120,35.0,33.0,0.7
1691012247211,35.0,33.0,0.7
1691012247302,35.0,33.0,0.7
1691012247394,35.0,33.0,0.7
1691012247486,35.0,33.0,0.7
1691012247577,35.0,32.75,0.7
1691012247669,35.0,33.0,0.7
1691012247761,35.0,33.0,0.7
1691012247852,35.0,32.75,0.7
1691012247944,35.0,33.0,0.7
1691012248036,34.75,33.0,0.7
1691012248128,35.0,33.0,0.7
1691012248219,35.0,33.0,0.7
1691012248311,35.0,33.0,0.7
1691012248403,35.0,33.0,0.7
1691012248495,35.0,33.0,0.7
1691012248586,35.0,33.0,0.7
1691012248677,35.0,33.0,0.7
1691012248769,35.0,33.0,0.7
1691012248861,35.0,32.75,0.7
1691012248953,35.0,33.0,0.7
1691012249044,35.0,33.0,0.7
1691012249136,35.0,32.75,0.7
1691012249228,35.0,33.0,0.7
1691012249319,35.0,33.0,0.7
1691012249411,35.0,33.0,0.7
1691012249503,35.0,33.0,0.7
1691012249594,35.0,33.0,0.7
1691012249685,35.0,33.0,0.7
1691012249778,35.0,33.0,0.7
1691012249870,35.0,33.0,0.7
1691012249961,35.0,33.0,0.7
1691012250052,35.0,33.0,0.7
1691012250144,34.75,33.0,0.7
1691012250236,35.0,33.0,0.7
1691012250327,34.75,33.0,0.7
1691012250420,35.0,33.0,0.7
1691012250512,35.0,33.0,0.7
1691012250603,35.0,33.0,0.7
1691012250695,35.0,33.0,0.7
1691012250787,35.0,33.0,0.7
1691012250878,34.75,33.0,0.7
1691012250970,35.0,33.0,0.7
1691012251061,35.0,33.0,0.7
1691012251153,34.75,33.0,0.7
1691012251245,35.0,33.0,0.7
1691012251337,35.0,32.75,0.7
1691012251428,35.0,33.0,0.7
1691012251520,35.0,33.0,0.7
1691012251611,35.0,33.0,0.7
1691012251704,35.0,33.0,0.7
1691012251795,35.0,32.75,0.7
1691012251886,35.0,32.75,0.7
1691012251979,35.0,33.0,0.7
1691012252071,35.0,33.0,0.7
1691012252163,35.0,33.0,0.7
1691012252254,35.0,33.0,0.7
1691012252345,35.0,33.0,0.7
