time,boilerTempC,groupheadTempC,heatLevel
1691028156628,35.0,33.0,1.0
1691028156720,35.0,33.0,1.0
1691028156812,35.0,33.0,1.0
1691028156903,35.0,33.0,1.0
1691028156994,35.0,33.0,1.0
1691028157085,35.0,33.0,1.0
1691028157177,35.0,33.0,1.0
1691028157268,35.0,33.0,1.0
1691028157359,35.0,33.0,1.0
1691028157451,35.0,33.0,1.0
1691028157544,35.0,33.0,1.0
1691028157636,35.0,33.0,1.0
1691028157727,35.0,33.0,1.0
1691028157819,35.0,33.0,1.0
1691028157912,35.0,33.0,1.0
1691028158004,35.0,33.0,1.0
1691028158095,35.0,33.0,1.0
1691028158187,35.0,33.0,1.0
1691028158278,35.0,33.0,1.0
1691028158371,35.0,33.0,1.0
1691028158463,35.0,33.0,1.0
1691028158554,35.0,33.0,1.0
1691028158645,35.0,33.0,1.0
1691028158736,35.0,33.0,1.0
1691028158828,35.0,33.0,1.0
1691028158920,35.0,33.0,1.0
1691028159012,35.0,33.0,1.0
1691028159104,35.0,33.0,1.0
1691028159195,35.0,33.0,1.0
1691028159287,35.0,33.25,1.0
1691028159379,35.0,33.0,1.0
1691028159470,35.0,33.0,1.0
1691028159562,35.0,33.0,1.0
1691028159654,35.0,33.0,1.0
1691028159746,35.0,33.0,1.0
1691028159837,35.0,33.25,1.0
1691028159930,35.0,33.0,1.0
1691028160021,35.0,33.0,1.0
1691028160113,35.0,33.0,1.0
1691028160204,35.0,33.0,1.0
1691028160295,35.0,33.0,1.0
1691028160388,35.0,33.0,1.0
1691028160480,35.0,33.0,1.0
1691028160572,35.0,33.0,1.0
1691028160663,35.0,33.0,1.0
1691028160755,35.0,33.0,1.0
1691028160847,35.0,33.0,1.0
1691028160938,35.0,33.0,1.0
1691028161031,35.0,33.0,1.0
1691028161122,35.0,33.0,1.0
1691028161214,35.0,33.0,1.0
1691028161305,35.0,33.0,1.0
1691028161397,35.0,33.0,1.0
1691028161488,35.0,33.0,1.0
1691028161580,35.0,33.0,1.0
1691028161672,35.0,33.0,1.0
1691028161764,35.0,33.0,1.0
1691028161856,35.0,33.0,1.0
1691028161947,35.0,33.0,1.0
1691028162039,35.0,33.0,1.0
1691028162132,35.0,33.0,1.0
1691028162224,35.0,33.0,1.0
1691028162315,35.0,33.0,1.0
1691028162406,35.0,33.0,1.0
1691028162498,35.0,33.0,1.0
1691028162590,35.0,33.0,1.0
1691028162683,35.0,33.0,1.0
1691028162774,35.0,33.0,1.0
1691028162866,35.0,33.0,1.0
1691028162957,35.0,33.0,1.0
1691028163050,35.0,33.0,1.0
1691028163142,35.0,33.0,1.0
1691028163234,35.0,33.0,1.0
1691028163326,35.0,33.0,1.0
1691028163418,35.0,33.0,1.0
1691028163510,35.0,33.0,1.0
1691028163602,35.0,33.0,1.0
1691028163693,35.0,33.0,1.0
1691028163784,35.0,33.0,1.0
1691028163876,35.0,33.0,1.0
1691028163968,35.0,33.0,1.0
1691028164060,35.0,33.0,1.0
1691028164151,35.0,33.0,1.0
1691028164243,35.0,33.0,1.0
1691028164335,35.0,33.0,1.0
1691028164426,35.0,33.0,1.0
1691028164518,35.0,33.0,1.0
1691028164611,35.0,33.0,1.0
1691028164703,35.0,33.0,1.0
1691028164794,35.0,33.0,1.0
1691028164886,35.0,33.0,1.0
1691028164978,35.0,33.0,1.0
1691028165069,35.0,33.0,1.0
1691028165161,35.0,33.0,1.0
1691028165253,35.0,33.0,1.0
1691028165344,35.0,33.0,1.0
1691028165435,35.0,33.0,1.0
1691028165527,35.0,33.0,1.0
1691028165619,35.0,33.0,1.0
1691028165712,35.0,33.0,1.0
1691028165803,35.0,33.0,1.0
1691028165894,35.0,33.0,1.0
1691028165986,35.0,33.0,1.0
1691028166077,35.0,33.0,1.0
1691028166170,35.0,33.0,1.0
1691028166262,35.0,33.0,1.0
1691028166354,35.0,33.0,1.0
1691028166445,35.0,33.0,1.0
1691028166536,35.0,33.0,1.0
1691028166629,35.0,33.0,1.0
1691028166721,35.0,33.0,1.0
1691028166812,35.0,33.0,1.0
1691028166903,35.0,33.0,1.0
1691028166995,35.0,33.0,1.0
