time,target_temp_c,boiler_temp_c,grouphead_temp_c,thermofilter_temp_c,power,pull,steam,heat_level
1691509346473,90.0,54.0,40.25,,1,0,0,0.0
1691509346566,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509346659,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509346750,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509346842,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509346933,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509347026,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509347117,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509347209,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509347300,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509347391,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509347483,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509347575,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509347666,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509347759,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509347851,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509347943,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509348035,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509348127,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509348218,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509348309,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509348401,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509348496,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509348589,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509348681,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509348772,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509348864,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509348956,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509349048,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509349139,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509349231,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509349322,90.0,54.0,40.25,,1,0,0,0.100000001490116
1691509349413,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509349505,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509349596,90.0,54.0,40.5,,1,0,0,0.100000001490116
1691509349687,90.0,54.0,40.5,,1,0,0,0.100000001490116
