time,target_temp_c,boiler_temp_c,grouphead_temp_c,thermofilter_temp_c,power,pull,steam,heat_level
1691510895019,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510895110,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510895201,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510895294,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510895386,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510895477,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510895569,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510895661,90.0,53.5,45.75,,1,0,0,0.600000023841858
1691510895752,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510895844,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510895935,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896026,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896117,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896209,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896301,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896392,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896485,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896576,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896668,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896760,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896851,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510896943,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510897035,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510897127,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510897218,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510897310,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510897402,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510897494,90.0,53.5,45.75,,1,0,0,0.600000023841858
1691510897585,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510897677,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510897769,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510897860,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510897951,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510898044,90.0,53.75,45.75,,1,0,0,0.600000023841858
1691510898136,90.0,53.75,45.75,,1,0,0,0.600000023841858
