time,boiler_temp_c,grouphead_temp_c,heat_level
1692713064040,58.25,56.75,0.0
1692713064132,58.0,56.75,0.0
1692713064223,58.25,56.75,0.0
1692713064314,58.0,57.0,0.0
1692713064405,58.25,56.75,0.0
1692713064497,58.0,57.0,0.0
1692713064589,58.25,57.0,0.0
1692713064681,58.0,56.75,0.0
1692713064773,58.25,57.0,0.0
1692713064865,58.25,57.0,0.0
1692713064956,58.0,56.75,0.0
1692713065049,58.25,57.0,0.0
1692713065141,58.25,57.0,0.0
1692713065232,58.0,56.75,0.0
1692713065323,58.0,56.75,0.0
1692713065415,58.0,56.75,0.0
1692713065506,58.0,56.75,0.0
1692713065599,58.0,56.75,0.0
1692713065690,58.0,56.75,0.0
1692713065782,58.25,56.75,0.0
1692713065874,58.0,57.0,0.0
1692713065965,58.0,56.75,0.0
1692713066057,58.25,56.75,0.0
1692713066149,58.0,56.75,0.0
1692713066240,58.0,57.0,0.0
1692713066332,58.0,56.75,0.0
1692713066424,58.0,57.0,0.0
1692713066515,58.25,56.75,0.0
1692713066606,58.25,56.75,0.0
1692713066697,58.0,56.75,0.0
1692713066789,58.0,56.75,0.0
1692713066881,58.25,56.75,0.0
1692713066972,58.0,56.75,0.0
1692713067065,58.0,56.75,0.0
1692713067157,58.25,56.75,0.0
1692713067248,58.0,56.75,0.0
1692713067339,58.25,56.75,0.0
1692713067430,58.0,56.75,0.0
1692713067522,58.0,56.75,0.0
1692713067613,58.25,56.75,0.0
1692713067704,58.0,56.75,0.0
1692713067797,58.0,56.75,0.0
1692713067889,58.25,56.75,0.0
1692713067981,58.0,56.75,0.0
1692713068072,58.0,56.75,0.0
1692713068163,58.0,56.75,0.0
1692713068255,58.0,56.75,0.0
1692713068346,58.0,56.75,0.0
1692713068438,58.0,56.75,0.0
1692713068529,58.0,56.75,0.0
1692713068621,58.25,56.75,0.0
1692713068712,58.0,56.75,0.0
1692713068804,58.25,56.75,0.0
1692713068897,58.0,56.75,0.0
1692713068988,58.0,56.75,0.0
1692713069079,58.0,56.75,0.0
1692713069171,58.0,56.75,0.0
1692713069262,58.0,56.75,0.0
1692713069354,58.25,56.75,0.0
1692713069445,58.0,56.75,0.0
1692713069538,58.0,56.75,0.0
1692713069629,58.0,56.75,0.0
1692713069721,58.0,56.75,0.0
1692713069812,58.0,56.75,0.0
1692713069903,58.0,56.75,0.0
1692713069995,58.0,56.75,0.0
1692713070087,58.25,56.75,0.0
1692713070178,58.0,56.75,0.0
1692713070269,58.0,56.75,0.0
1692713070361,58.0,56.75,0.0
1692713070453,58.0,56.75,0.0
1692713070544,58.0,56.75,0.0
1692713070636,58.25,56.75,0.0
1692713070728,58.0,56.75,0.0
1692713070820,58.0,56.75,0.0
1692713070912,58.0,56.75,0.0
1692713071010,58.0,56.75,0.0
1692713071105,58.0,56.75,0.0
1692713071196,58.0,56.75,0.0
1692713071288,58.0,56.75,0.0
1692713071380,58.25,56.75,0.0
1692713071471,58.25,56.75,0.0
1692713071563,58.0,56.75,0.0
1692713071654,58.0,56.75,0.0
1692713071747,58.0,56.75,0.0
1692713071839,58.0,56.75,0.0
1692713071930,58.0,56.75,0.0
1692713072022,58.0,56.75,0.0
1692713072113,58.0,56.75,0.0
1692713072205,58.0,56.75,0.0
1692713072296,58.0,56.75,0.0
1692713072388,58.0,56.75,0.0
1692713072480,58.0,56.75,0.0
1692713072571,58.0,56.75,0.0
1692713072662,58.0,56.75,0.0
1692713072755,58.0,56.75,0.0
1692713072849,58.25,56.75,0.0
1692713072940,58.25,56.75,0.0
1692713073031,58.0,56.75,0.0
1692713073122,58.0,56.75,0.0
1692713073214,58.0,56.75,0.0
1692713073306,58.0,56.75,0.0
1692713073397,58.25,56.75,0.0
1692713073490,58.0,56.75,0.0
1692713073581,58.0,56.75,0.0
1692713073673,58.0,56.75,0.0
1692713073765,58.0,56.75,0.0
1692713073857,58.0,56.75,0.0
1692713073949,58.0,56.75,0.0
1692713074041,58.0,56.75,0.0
1692713074133,58.25,56.75,0.0
1692713074224,58.0,56.75,0.0
1692713074316,58.0,56.75,0.0
1692713074407,58.0,56.75,0.0
1692713074498,58.0,56.75,0.0
1692713074589,58.25,56.75,0.0
1692713074680,58.0,56.75,0.0
1692713074771,58.0,56.75,0.0
1692713074863,58.0,56.75,0.0
1692713074954,58.0,56.75,0.0
1692713075045,58.0,56.75,0.0
1692713075137,58.0,56.75,0.0
1692713075229,58.0,56.75,0.0
1692713075320,58.0,56.75,0.0
1692713075412,58.25,56.75,0.0
1692713075503,58.0,56.75,0.0
1692713075594,58.0,56.75,0.0
1692713075686,58.0,56.75,0.0
1692713075778,58.0,56.75,0.0
1692713075870,58.0,56.75,0.0
1692713075962,58.0,56.75,0.0
1692713076053,58.0,56.75,0.0
1692713076146,58.0,56.75,0.0
1692713076238,58.0,56.75,0.0
1692713076330,58.25,56.75,0.0
1692713076421,58.0,56.75,0.0
1692713076512,58.0,56.75,0.0
1692713076603,58.0,56.75,0.0
1692713076695,58.0,56.75,0.0
1692713076788,58.0,56.75,0.0
1692713076880,58.0,56.75,0.0
1692713076971,58.0,56.75,0.0
1692713077063,58.0,56.5,0.0
1692713077154,58.0,56.75,0.0
1692713077246,58.0,56.75,0.0
1692713077338,58.0,56.75,0.0
1692713077430,58.0,56.75,0.0
1692713077521,58.0,56.75,0.0
1692713077612,58.0,56.75,0.0
1692713077703,58.0,56.75,0.0
1692713077796,58.0,56.5,0.0
1692713077888,58.0,56.75,0.0
1692713077979,58.0,56.75,0.0
1692713078070,58.0,56.75,0.0
1692713078162,58.0,56.75,0.0
1692713078254,58.0,56.75,0.0
1692713078346,58.0,56.75,0.0
1692713078437,58.0,56.75,0.0
1692713078529,58.0,56.75,0.0
1692713078621,58.0,56.75,0.0
1692713078712,58.0,56.75,0.0
1692713078804,58.0,56.75,0.0
1692713078895,58.0,56.75,0.0
1692713078987,58.0,56.75,0.0
1692713079078,58.0,56.75,0.0
1692713079169,58.0,56.75,0.0
1692713079261,58.0,56.75,0.0
1692713079352,58.0,56.5,0.0
1692713079443,58.0,56.5,0.0
1692713079535,58.0,56.75,0.0
1692713079626,58.0,56.75,0.0
1692713079719,58.0,56.75,0.0
1692713079810,58.0,56.75,0.0
1692713079902,58.0,56.5,0.0
1692713079993,58.0,56.75,0.0
1692713080085,58.0,56.75,0.0
1692713080177,58.0,56.75,0.0
1692713080268,58.0,56.75,0.0
1692713080359,58.0,56.75,0.0
1692713080450,58.0,56.75,0.0
1692713080542,58.0,56.75,0.0
1692713080633,58.0,56.75,0.0
1692713080724,58.0,56.5,0.0
1692713080816,58.0,56.75,0.0
1692713080908,58.0,56.5,0.0
1692713081000,58.0,56.75,0.0
1692713081092,58.0,56.75,0.0
1692713081183,58.0,56.5,0.0
1692713081274,58.0,56.75,0.0
1692713081366,58.0,56.75,0.0
1692713081458,58.0,56.5,0.0
1692713081550,58.0,56.75,0.0
1692713081641,58.0,56.5,0.0
1692713081732,58.0,56.75,0.0
1692713081824,58.0,56.75,0.0
1692713081917,58.0,56.5,0.0
1692713082009,58.0,56.5,0.0
1692713082101,58.0,56.75,0.0
1692713082193,58.0,56.75,0.0
1692713082284,58.0,56.5,0.0
1692713082376,58.0,56.75,0.0
1692713082467,58.0,56.5,0.0
1692713082558,58.0,56.5,0.0
1692713082650,58.0,56.5,0.0
1692713082741,58.0,56.5,0.0
1692713082833,58.0,56.75,0.0
1692713082925,58.0,56.75,0.0
1692713083017,58.0,56.5,0.0
1692713083109,58.0,56.5,0.0
1692713083201,58.0,56.75,0.0
1692713083293,58.0,56.5,0.0
1692713083385,58.0,56.5,0.0
1692713083476,58.0,56.5,0.0
1692713083567,58.0,56.5,0.0
1692713083659,58.0,56.5,0.0
1692713083750,58.0,56.5,0.0
1692713083843,58.0,56.5,0.0
1692713083935,58.0,56.5,0.0
1692713084027,58.0,56.5,0.0
1692713084119,58.0,56.5,0.0
1692713084211,58.0,56.5,0.0
1692713084302,58.0,56.5,0.0
1692713084394,58.0,56.5,0.0
1692713084485,58.0,56.5,0.0
1692713084577,58.0,56.5,0.0
1692713084668,58.0,56.5,0.0
1692713084760,58.0,56.75,0.0
1692713084852,58.0,56.5,0.0
1692713084944,58.0,56.5,0.0
1692713085035,58.0,56.5,0.0
1692713085127,58.0,56.5,0.0
1692713085219,58.0,56.5,0.0
1692713085311,58.0,56.5,0.0
1692713085402,58.0,56.5,0.0
1692713085493,58.0,56.5,0.0
1692713085585,58.0,56.5,0.0
1692713085677,58.0,56.5,0.0
1692713085768,58.0,56.5,0.0
1692713085860,58.0,56.5,0.0
1692713085954,58.0,56.5,0.0
1692713086045,58.0,56.5,0.0
1692713086137,58.0,56.5,0.0
1692713086229,58.0,56.5,0.0
1692713086320,58.0,56.5,0.0
1692713086412,58.0,56.5,0.0
1692713086503,58.0,56.5,0.0
1692713086594,58.0,56.5,0.0
1692713086687,58.0,56.5,0.0
1692713086779,58.0,56.5,0.0
1692713086871,58.0,56.5,0.0
1692713086963,58.0,56.5,0.0
1692713087055,58.0,56.5,0.0
1692713087146,58.0,56.5,0.0
1692713087237,58.0,56.5,0.0
1692713087329,58.0,56.5,0.0
1692713087420,58.0,56.5,0.0
1692713087511,58.0,56.5,0.0
1692713087603,58.0,56.5,0.0
1692713087694,58.0,56.5,0.0
1692713087786,58.0,56.5,0.0
1692713087877,58.0,56.5,0.0
1692713087969,58.0,56.5,0.0
1692713088060,58.0,56.5,0.0
1692713088152,58.0,56.5,0.0
1692713088243,58.0,56.5,0.0
1692713088334,58.0,56.5,0.0
1692713088427,58.0,56.5,0.0
1692713088518,58.0,56.5,0.0
1692713088610,58.0,56.5,0.0
1692713088701,58.0,56.5,0.0
1692713088792,58.0,56.5,0.0
1692713088884,58.0,56.5,0.0
1692713088976,58.0,56.5,0.0
1692713089068,58.0,56.5,0.0
1692713089159,58.0,56.5,0.0
1692713089252,58.0,56.5,0.0
1692713089343,58.0,56.5,0.0
1692713089434,58.0,56.5,0.0
1692713089527,58.0,56.5,0.0
1692713089618,58.0,56.5,0.0
1692713089709,58.0,56.5,0.0
1692713089800,58.0,56.5,0.0
1692713089892,58.0,56.5,0.0
1692713089983,58.0,56.5,0.0
1692713090076,58.0,56.5,0.0
1692713090168,58.0,56.5,0.0
1692713090260,58.0,56.5,0.0
1692713090352,58.0,56.5,0.0
1692713090443,58.0,56.5,0.0
1692713090535,58.0,56.5,0.0
1692713090626,58.0,56.5,0.0
1692713090717,58.0,56.5,0.0
1692713090809,58.0,56.5,0.0
1692713090901,58.0,56.5,0.0
1692713090992,58.0,56.5,0.0
1692713091083,58.0,56.5,0.0
1692713091175,58.0,56.5,0.0
1692713091266,58.0,56.5,0.0
1692713091357,58.0,56.5,0.0
1692713091449,58.0,56.5,0.0
1692713091540,58.0,56.5,0.0
1692713091633,58.0,56.5,0.0
1692713091724,58.0,56.5,0.0
1692713091815,58.0,56.5,0.0
1692713091907,58.0,56.5,0.0
1692713091998,58.0,56.5,0.0
1692713092089,58.0,56.5,0.0
1692713092181,58.0,56.5,0.0
1692713092273,58.0,56.5,0.0
1692713092365,58.0,56.5,0.0
1692713092456,58.0,56.5,0.0
1692713092548,58.0,56.5,0.0
1692713092639,58.0,56.5,0.0
1692713092732,58.0,56.5,0.0
1692713092824,58.0,56.5,0.0
1692713092916,58.0,56.5,0.0
1692713093008,58.0,56.5,0.0
1692713093099,58.0,56.5,0.0
1692713093192,58.0,56.5,0.0
1692713093283,58.0,56.5,0.0
1692713093374,58.0,56.5,0.0
1692713093466,58.0,56.5,0.0
1692713093558,58.0,56.5,0.0
1692713093650,58.0,56.5,0.0
1692713093741,58.0,56.5,0.0
1692713093832,58.0,56.5,0.0
1692713093923,58.0,56.5,0.0
1692713094014,58.0,56.5,0.0
1692713094105,58.0,56.5,0.0
1692713094196,58.0,56.5,0.0
1692713094287,58.0,56.5,0.0
1692713094379,58.0,56.5,0.0
1692713094470,58.0,56.5,0.0
1692713094561,58.0,56.25,0.0
1692713094652,58.0,56.5,0.0
1692713094745,58.0,56.5,0.0
1692713094836,58.0,56.5,0.0
1692713094928,58.0,56.5,0.0
1692713095020,58.0,56.5,0.0
1692713095111,58.0,56.25,0.0
1692713095203,58.0,56.5,0.0
1692713095294,58.0,56.5,0.0
1692713095386,58.0,56.5,0.0
1692713095478,58.0,56.5,0.0
1692713095569,58.0,56.25,0.0
1692713095661,58.0,56.25,0.0
1692713095753,58.0,56.5,0.0
1692713095845,58.0,56.5,0.0
1692713095937,58.0,56.25,0.0
1692713096029,58.0,56.25,0.0
1692713096121,58.0,56.5,0.0
1692713096212,58.0,56.5,0.0
1692713096304,58.0,56.5,0.0
1692713096397,58.0,56.25,0.0
1692713096488,58.0,56.5,0.0
1692713096580,58.0,56.25,0.0
1692713096672,58.0,56.5,0.0
1692713096764,58.0,56.25,0.0
1692713096855,58.0,56.5,0.0
1692713096947,58.0,56.25,0.0
1692713097039,58.0,56.25,0.0
1692713097131,58.0,56.25,0.0
1692713097223,58.0,56.5,0.0
1692713097315,58.0,56.5,0.0
1692713097406,58.0,56.25,0.0
1692713097497,58.0,56.25,0.0
1692713097588,58.0,56.25,0.0
1692713097680,58.0,56.25,0.0
1692713097772,58.0,56.25,0.0
1692713097863,58.0,56.5,0.0
1692713097956,58.0,56.25,0.0
1692713098048,58.0,56.5,0.0
1692713098140,58.0,56.5,0.0
1692713098232,58.0,56.25,0.0
1692713098323,58.0,56.25,0.0
1692713098415,58.0,56.25,0.0
1692713098506,58.0,56.25,0.0
1692713098597,58.0,56.25,0.0
1692713098688,58.0,56.25,0.0
1692713098780,58.0,56.25,0.0
1692713098871,58.0,56.25,0.0
1692713098962,58.0,56.25,0.0
1692713099054,58.0,56.25,0.0
1692713099145,58.0,56.25,0.0
1692713099236,58.0,56.25,0.0
1692713099329,58.0,56.25,0.0
1692713099421,58.0,56.25,0.0
1692713099512,58.0,56.25,0.0
1692713099604,58.0,56.5,0.0
1692713099696,58.0,56.5,0.0
1692713099787,58.0,56.5,0.0
1692713099880,58.0,56.5,0.0
1692713099971,58.0,56.5,0.0
1692713100062,58.0,56.25,0.0
1692713100154,58.0,56.25,0.0
1692713100246,58.0,56.5,0.0
1692713100337,58.0,56.5,0.0
1692713100430,58.0,56.25,0.0
1692713100525,58.0,56.5,0.0
1692713100617,58.0,56.25,0.0
1692713100709,58.0,56.25,0.0
1692713100801,58.0,56.25,0.0
1692713100893,58.0,56.25,0.0
1692713100984,58.0,56.25,0.0
1692713101076,58.0,56.25,0.0
1692713101168,58.0,56.25,0.0
1692713101259,58.0,56.25,0.0
1692713101350,58.0,56.5,0.0
1692713101442,58.0,56.25,0.0
1692713101534,58.0,56.25,0.0
1692713101626,58.0,56.25,0.0
1692713101717,58.0,56.25,0.0
1692713101808,58.0,56.25,0.0
1692713101899,58.0,56.25,0.0
1692713101990,58.0,56.25,0.0
1692713102081,58.0,56.25,0.0
1692713102173,58.0,56.25,0.0
1692713102265,58.0,56.25,0.0
1692713102357,58.0,56.25,0.0
1692713102449,58.0,56.25,0.0
1692713102541,58.0,56.25,0.0
1692713102633,58.0,56.25,0.0
1692713102725,58.0,56.25,0.0
1692713102816,58.0,56.25,0.0
1692713102907,58.0,56.25,0.0
1692713103000,58.0,56.25,0.0
1692713103092,58.0,56.25,0.0
1692713103183,58.0,56.25,0.0
1692713103276,58.0,56.25,0.0
1692713103368,58.0,56.25,0.0
1692713103460,58.0,56.25,0.0
1692713103552,58.0,56.25,0.0
1692713103643,58.0,56.25,0.0
1692713103734,58.0,56.25,0.0
1692713103826,58.0,56.25,0.0
1692713103917,58.0,56.25,0.0
1692713104008,58.0,56.25,0.0
1692713104100,58.0,56.25,0.0
1692713104191,58.0,56.25,0.0
1692713104283,58.0,56.25,0.0
1692713104375,58.0,56.25,0.0
1692713104467,58.0,56.25,0.0
1692713104558,58.0,56.25,0.0
1692713104650,58.0,56.25,0.0
1692713104741,58.0,56.25,0.0
1692713104833,58.0,56.25,0.0
1692713104924,58.0,56.25,0.0
1692713105016,58.0,56.25,0.0
1692713105108,58.0,56.25,0.0
1692713105200,58.0,56.25,0.0
1692713105291,58.0,56.25,0.0
1692713105382,58.0,56.25,0.0
1692713105473,58.0,56.25,0.0
1692713105564,58.0,56.25,0.0
1692713105656,58.0,56.25,0.0
1692713105747,58.0,56.25,0.0
1692713105839,58.0,56.25,0.0
1692713105932,58.0,56.25,0.0
1692713106023,58.0,56.25,0.0
1692713106116,58.0,56.25,0.0
1692713106207,58.0,56.25,0.0
1692713106298,58.0,56.25,0.0
1692713106390,58.0,56.25,0.0
1692713106482,58.0,56.25,0.0
1692713106573,58.0,56.25,0.0
1692713106665,58.0,56.25,0.0
1692713106757,58.0,56.25,0.0
1692713106849,58.0,56.25,0.0
1692713106941,58.0,56.25,0.0
1692713107033,58.0,56.25,0.0
1692713107125,58.0,56.25,0.0
1692713107217,58.0,56.25,0.0
1692713107309,58.0,56.25,0.0
1692713107401,58.0,56.25,0.0
1692713107493,58.0,56.25,0.0
1692713107585,58.0,56.25,0.0
1692713107677,58.0,56.25,0.0
1692713107768,58.0,56.25,0.0
1692713107860,58.0,56.25,0.0
1692713107952,58.0,56.25,0.0
1692713108043,58.0,56.25,0.0
1692713108135,58.0,56.25,0.0
1692713108226,58.0,56.25,0.0
1692713108318,58.0,56.25,0.0
1692713108410,58.0,56.25,0.0
1692713108502,58.0,56.25,0.0
1692713108594,58.0,56.25,0.0
1692713108685,58.0,56.25,0.0
1692713108778,58.0,56.25,0.0
1692713108869,58.0,56.25,0.0
1692713108962,58.0,56.25,0.0
1692713109053,58.0,56.25,0.0
1692713109145,58.0,56.25,0.0
1692713109237,58.0,56.25,0.0
1692713109328,58.0,56.25,0.0
1692713109419,58.0,56.25,0.0
1692713109511,58.0,56.25,0.0
1692713109602,58.0,56.25,0.0
1692713109694,58.0,56.25,0.0
1692713109785,58.0,56.25,0.0
1692713109876,58.0,56.25,0.0
1692713109967,58.0,56.25,0.0
1692713110059,58.0,56.25,0.0
1692713110150,58.0,56.25,0.0
1692713110241,57.75,56.25,0.0
1692713110332,58.0,56.25,0.0
1692713110424,58.0,56.25,0.0
1692713110516,58.0,56.25,0.0
1692713110608,58.0,56.25,0.0
1692713110699,58.0,56.25,0.0
1692713110790,58.0,56.25,0.0
1692713110881,58.0,56.25,0.0
1692713110973,58.0,56.25,0.0
1692713111064,58.0,56.25,0.0
1692713111156,58.0,56.25,0.0
1692713111247,58.0,56.25,0.0
1692713111339,58.0,56.25,0.0
1692713111430,58.0,56.25,0.0
1692713111521,58.0,56.25,0.0
1692713111612,58.0,56.25,0.0
1692713111705,58.0,56.25,0.0
1692713111796,58.0,56.25,0.0
1692713111887,58.0,56.25,0.0
1692713111978,58.0,56.25,0.0
1692713112069,58.0,56.25,0.0
1692713112160,58.0,56.25,0.0
1692713112253,58.0,56.25,0.0
1692713112345,58.0,56.25,0.0
1692713112437,58.0,56.25,0.0
1692713112529,58.0,56.25,0.0
1692713112621,58.0,56.25,0.0
1692713112712,58.0,56.25,0.0
1692713112804,58.0,56.25,0.0
1692713112895,58.0,56.25,0.0
1692713112986,58.0,56.25,0.0
1692713113078,58.0,56.25,0.0
1692713113170,58.0,56.25,0.0
1692713113262,58.0,56.25,0.0
1692713113353,58.0,56.25,0.0
1692713113444,58.0,56.25,0.0
1692713113537,58.0,56.25,0.0
1692713113629,58.0,56.0,0.0
1692713113720,58.0,56.25,0.0
1692713113812,58.0,56.25,0.0
1692713113904,58.0,56.25,0.0
1692713113996,58.0,56.25,0.0
1692713114087,58.0,56.0,0.0
1692713114178,58.0,56.25,0.0
1692713114270,58.0,56.25,0.0
1692713114362,58.0,56.0,0.0
1692713114453,58.0,56.25,0.0
1692713114545,58.0,56.25,0.0
1692713114637,58.0,56.25,0.0
1692713114729,58.0,56.25,0.0
1692713114820,58.0,56.25,0.0
1692713114911,58.0,56.25,0.0
1692713115009,58.0,56.25,0.0
1692713115101,58.0,56.0,0.0
1692713115193,58.0,56.0,0.0
1692713115284,58.0,56.25,0.0
1692713115376,58.0,56.25,0.0
1692713115467,58.0,56.0,0.0
1692713115559,58.0,56.25,0.0
1692713115650,58.0,56.25,0.0
1692713115743,58.0,56.25,0.0
1692713115834,58.0,56.0,0.0
1692713115926,58.0,56.0,0.0
1692713116018,58.0,56.0,0.0
1692713116109,58.0,56.0,0.0
1692713116201,58.0,56.25,0.0
1692713116292,58.0,56.25,0.0
1692713116383,58.0,56.25,0.0
1692713116475,58.0,56.0,0.0
1692713116567,58.0,56.25,0.0
1692713116659,58.0,56.25,0.0
1692713116751,58.0,56.0,0.0
1692713116842,58.0,56.25,0.0
1692713116934,58.0,56.25,0.0
1692713117025,58.0,56.0,0.0
1692713117118,58.0,56.0,0.0
1692713117210,58.0,56.25,0.0
1692713117301,58.0,56.0,0.0
1692713117393,58.0,56.25,0.0
1692713117484,58.0,56.0,0.0
1692713117576,58.0,56.0,0.0
1692713117667,58.0,56.0,0.0
1692713117758,58.0,56.25,0.0
1692713117849,58.0,56.25,0.0
1692713117941,58.0,56.0,0.0
1692713118032,58.0,56.0,0.0
1692713118123,58.0,56.0,0.0
1692713118216,58.0,56.0,0.0
1692713118307,58.0,56.0,0.0
1692713118398,58.0,56.25,0.0
1692713118490,58.0,56.25,0.0
1692713118581,58.0,56.0,0.0
1692713118672,58.0,56.25,0.0
1692713118765,58.0,56.0,0.0
1692713118856,58.0,56.0,0.0
1692713118948,58.0,56.25,0.0
1692713119039,58.0,56.0,0.0
1692713119131,58.0,56.0,0.0
1692713119223,58.0,56.0,0.0
1692713119314,58.0,56.25,0.0
1692713119406,58.0,56.0,0.0
1692713119497,58.0,56.0,0.0
1692713119589,58.0,56.0,0.0
1692713119680,58.0,56.0,0.0
1692713119771,58.0,56.0,0.0
1692713119862,58.0,56.0,0.0
1692713119954,58.0,56.0,0.0
1692713120045,58.0,56.25,0.0
1692713120137,57.75,56.0,0.0
1692713120229,58.0,56.0,0.0
1692713120320,58.0,56.0,0.0
1692713120412,58.0,56.0,0.0
1692713120504,58.0,56.0,0.0
1692713120595,58.0,56.0,0.0
1692713120686,58.0,56.0,0.0
1692713120779,58.0,56.0,0.0
1692713120870,58.0,56.0,0.0
1692713120962,58.0,56.0,0.0
1692713121054,58.0,56.0,0.0
1692713121146,58.0,56.0,0.0
1692713121238,58.0,56.0,0.0
1692713121330,57.75,56.25,0.0
1692713121422,58.0,56.0,0.0
1692713121514,58.0,56.0,0.0
1692713121605,58.0,56.0,0.0
1692713121696,58.0,56.0,0.0
1692713121787,58.0,56.0,0.0
1692713121879,58.0,56.0,0.0
1692713121970,58.0,56.0,0.0
1692713122062,58.0,56.0,0.0
1692713122158,57.75,56.25,0.0
1692713122250,57.75,56.0,0.0
1692713122343,58.0,56.0,0.0
1692713122435,58.0,56.0,0.0
1692713122528,58.0,56.0,0.0
1692713122619,57.75,56.0,0.0
1692713122710,58.0,56.0,0.0
1692713122802,58.0,56.0,0.0
1692713122894,57.75,56.0,0.0
1692713122985,58.0,56.0,0.0
1692713123077,58.0,56.0,0.0
1692713123168,57.75,56.0,0.0
1692713123261,58.0,56.0,0.0
1692713123352,58.0,56.0,0.0
1692713123444,57.75,56.0,0.0
1692713123536,57.75,56.0,0.0
1692713123627,58.0,56.0,0.0
1692713123719,58.0,56.0,0.0
1692713123811,58.0,56.0,0.0
1692713123902,57.75,56.0,0.0
1692713123994,58.0,56.0,0.0
1692713124086,58.0,56.0,0.0
1692713124177,57.75,56.0,0.0
1692713124269,58.0,56.0,0.0
1692713124361,58.0,56.0,0.0
1692713124452,57.75,56.0,0.0
1692713124544,58.0,56.0,0.0
1692713124635,58.0,56.0,0.0
1692713124728,58.0,56.0,0.0
1692713124819,58.0,56.0,0.0
1692713124912,57.75,56.0,0.0
1692713125004,58.0,56.0,0.0
1692713125095,57.75,56.0,0.0
1692713125187,57.75,56.0,0.0
1692713125279,58.0,56.0,0.0
1692713125371,58.0,56.0,0.0
1692713125463,58.0,56.0,0.0
1692713125554,58.0,56.0,0.0
1692713125646,57.75,56.0,0.0
1692713125738,57.75,56.0,0.0
1692713125829,58.0,56.0,0.0
1692713125920,57.75,56.0,0.0
1692713126012,58.0,56.0,0.0
1692713126104,58.0,56.0,0.0
1692713126195,58.0,56.0,0.0
1692713126286,58.0,55.75,0.0
1692713126377,57.75,56.0,0.0
1692713126469,58.0,56.0,0.0
1692713126561,58.0,56.0,0.0
1692713126654,57.75,56.0,0.0
1692713126746,57.75,56.0,0.0
1692713126837,57.75,56.0,0.0
1692713126929,58.0,56.0,0.0
1692713127021,58.0,56.0,0.0
1692713127112,58.0,56.0,0.0
1692713127205,57.75,56.0,0.0
1692713127297,58.0,56.0,0.0
1692713127388,58.0,55.75,0.0
1692713127479,57.75,56.0,0.0
1692713127570,57.75,56.0,0.0
1692713127662,58.0,56.0,0.0
1692713127755,58.0,56.0,0.0
1692713127847,58.0,56.0,0.0
1692713127938,57.75,55.75,0.0
1692713128030,58.0,56.0,0.0
1692713128122,58.0,55.75,0.0
1692713128213,57.75,56.0,0.0
1692713128305,58.0,56.0,0.0
1692713128396,58.0,56.0,0.0
1692713128489,58.0,56.0,0.0
1692713128580,58.0,56.0,0.0
1692713128671,57.75,56.0,0.0
1692713128762,58.0,56.0,0.0
1692713128855,58.0,56.0,0.0
1692713128946,57.75,55.75,0.0
1692713129038,58.0,56.0,0.0
1692713129129,58.0,56.0,0.0
1692713129221,57.75,56.0,0.0
1692713129312,58.0,56.0,0.0
1692713129403,58.0,56.0,0.0
1692713129494,57.75,55.75,0.0
1692713129585,58.0,56.0,0.0
1692713129678,57.75,55.75,0.0
1692713129770,57.75,55.75,0.0
1692713129861,58.0,56.0,0.0
1692713129954,57.75,56.0,0.0
1692713130045,58.0,56.0,0.0
1692713130136,58.0,56.0,0.0
1692713130228,57.75,56.0,0.0
1692713130320,58.0,56.0,0.0
1692713130412,57.75,55.75,0.0
1692713130503,57.75,55.75,0.0
1692713130596,58.0,56.0,0.0
1692713130688,58.0,56.0,0.0
1692713130780,57.75,56.0,0.0
1692713130871,58.0,56.0,0.0
1692713130962,58.0,56.0,0.0
1692713131053,58.0,55.75,0.0
1692713131145,57.75,56.0,0.0
1692713131238,57.75,56.0,0.0
1692713131329,58.0,56.0,0.0
1692713131420,58.0,55.75,0.0
1692713131512,57.75,56.0,0.0
1692713131604,58.0,56.0,0.0
1692713131695,57.75,56.0,0.0
1692713131787,57.75,55.75,0.0
1692713131878,58.0,56.0,0.0
1692713131969,57.75,56.0,0.0
1692713132060,58.0,55.75,0.0
1692713132152,58.0,55.75,0.0
1692713132243,57.75,55.75,0.0
1692713132335,58.0,56.0,0.0
1692713132427,57.75,55.75,0.0
1692713132518,57.75,56.0,0.0
1692713132610,57.75,55.75,0.0
1692713132702,57.75,56.0,0.0
1692713132793,57.75,56.0,0.0
1692713132884,58.0,56.0,0.0
1692713132975,57.75,55.75,0.0
1692713133067,57.75,55.75,0.0
1692713133158,58.0,55.75,0.0
1692713133250,57.75,55.75,0.0
1692713133341,58.0,55.75,0.0
1692713133432,57.75,55.75,0.0
1692713133524,57.75,55.75,0.0
1692713133615,57.75,55.75,0.0
1692713133706,57.75,55.75,0.0
1692713133797,57.75,55.75,0.0
1692713133890,58.0,55.75,0.0
1692713133982,57.75,56.0,0.0
1692713134073,57.75,56.0,0.0
1692713134165,58.0,55.75,0.0
1692713134258,57.75,55.75,0.0
1692713134350,58.0,56.0,0.0
1692713134442,57.75,56.0,0.0
1692713134533,57.75,55.75,0.0
1692713134626,58.0,55.75,0.0
1692713134718,57.75,55.75,0.0
1692713134810,57.75,56.0,0.0
1692713134901,58.0,56.0,0.0
1692713134992,58.0,56.0,0.0
1692713135084,57.75,55.75,0.0
