time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal
1687120983.642471327s,84.75,27.4375,84.25,26.75,83,27
1687120983.675056119s,84.25,27.4375,84.25,26.75,83,27
1687120983.706831941s,84.25,27.4375,84.25,26.75,83,27
1687120983.739096745s,84.75,27.4375,84.5,26.75,83.25,27
1687120983.77026459s,84.75,27.4375,84.5,26.8125,83.25,27
1687120983.802510394s,84.5,27.4375,84.5,26.8125,83.25,27
1687120983.834653203s,84.5,27.4375,84.5,26.8125,83.25,27.0625
1687120983.866335029s,84.5,27.375,84.5,26.8125,83.25,27.0625
1687120983.899182811s,84.75,27.375,84.5,26.8125,83.25,27.0625
1687120983.931250622s,84.75,27.375,84.5,26.8125,83.25,27
1687120983.962439466s,84.25,27.375,84.25,26.8125,83.25,27
1687120983.995039258s,84.25,27.375,84.25,26.75,83.25,27
1687120984.026270119s,84.75,27.375,84.25,26.75,83.25,27
1687120984.058802943s,84.75,27.375,84.25,26.75,83.25,27
1687120984.090990778s,84.75,27.375,84.25,26.75,83.25,27
1687120984.122532638s,84.75,27.375,84.25,26.75,83.25,27
1687120984.154570479s,84.75,27.4375,84.25,26.75,83.25,27
1687120984.187199299s,85,27.4375,84.25,26.75,83.25,27
1687120984.218357172s,85,27.375,84.25,26.75,83.25,27.0625
1687120984.250948993s,84.75,27.375,84.25,26.75,83.25,27.0625
1687120984.28311783s,84.75,27.375,84.25,26.75,83.25,27
1687120984.314773685s,84.75,27.375,84.25,26.8125,83.25,27
1687120984.347012519s,84.75,27.375,84.25,26.8125,83.25,27
1687120984.378590377s,84.75,27.375,84.25,26.75,83.25,27
1687120984.410817212s,84.75,27.375,84.25,26.75,83.25,27
1687120984.442414069s,84.75,27.375,84.25,26.8125,83.25,27
1687120984.47445291s,84.75,27.375,84.25,26.8125,83.25,27
1687120984.507018732s,84.75,27.375,84.25,26.8125,83.25,27.0625
1687120984.539235567s,84.75,27.375,84.25,26.8125,83.25,27.0625
1687120984.570435439s,84.75,27.375,84.25,26.8125,83.25,27
1687120984.602677273s,84.75,27.375,84.25,26.75,83.25,27
1687120984.634847109s,84.75,27.375,84.25,26.75,83.25,27
1687120984.666920949s,84.75,27.375,84.25,26.75,83.25,27
1687120984.699061787s,85,27.375,84.25,26.75,83.25,27
1687120984.731227623s,85,27.375,84.25,26.75,83.25,27
1687120984.762820481s,85,27.375,84.25,26.75,83.25,27
1687120984.795068315s,84.75,27.375,84.25,26.75,83.25,27.0625
1687120984.827131155s,84.75,27.375,84.25,26.8125,83.25,27.0625
1687120984.858408024s,84.75,27.375,84.25,26.8125,83.25,27.0625
1687120984.891257836s,84.75,27.375,84.25,26.75,83.25,27
1687120984.922420709s,84.75,27.375,84,26.75,83.25,27
1687120984.955335518s,84.75,27.375,84,26.75,83.25,27
1687120984.986481392s,84.75,27.375,84,26.75,83.25,27
1687120985.019073225s,84.75,27.375,84,26.75,83.25,27.0625
1687120985.050916101s,84.75,27.4375,84,26.75,83.25,27.0625
1687120985.082804976s,85,27.4375,84,26.75,83.25,27.0625
1687120985.115066837s,85,27.375,84,26.75,83.25,27
1687120985.146667722s,84.75,27.375,84.25,26.75,83.25,27
1687120985.178852586s,84.75,27.375,84.25,26.75,83.25,27
1687120985.211790424s,85,27.375,84.25,26.75,83.25,27
1687120985.242285347s,85,27.375,84.25,26.75,83.25,27
1687120985.274856198s,85,27.4375,84.25,26.75,83.25,27
1687120985.307174057s,85,27.4375,84.5,26.75,83.25,27
1687120985.338363956s,85,27.375,84.5,26.75,83.25,27
1687120985.370473823s,85,27.375,84.75,26.75,83.5,27
1687120985.403022674s,85,27.375,84.75,26.8125,83.5,27.0625
1687120985.434299571s,85.25,27.375,84.75,26.8125,83.5,27.0625
1687120985.466921419s,85.25,27.375,84.75,26.8125,83.5,27.0625
1687120985.499095284s,85.25,27.4375,84.75,26.75,83.5,27.0625
1687120985.530671169s,85.25,27.4375,84.75,26.75,83.5,27.0625
1687120985.562835034s,85.25,27.375,84.75,26.8125,83.5,27
1687120985.594457918s,85.25,27.375,84.5,26.8125,83.5,27
1687120985.627149764s,85.25,27.375,84.5,26.8125,83.5,27
1687120985.65872165s,85.25,27.375,84,26.8125,83.5,27
1687120985.690595525s,85.25,27.375,84,26.8125,83.5,27
1687120985.723156376s,85.25,27.375,84,26.8125,83.5,27
1687120985.754392273s,85.25,27.375,84,26.8125,83.5,27
1687120985.78708012s,85.25,27.375,84,26.75,83.5,27.0625
1687120985.819451977s,85,27.375,84.25,26.75,83.5,27.0625
1687120985.851138859s,85,27.375,84.25,26.8125,83.5,27
1687120985.882827741s,85,27.375,84.5,26.8125,83.5,27
1687120985.914739614s,85,27.375,84.5,26.8125,83.5,27
1687120985.946824482s,85,27.375,84.5,26.75,83.5,27
1687120985.978405367s,85.25,27.375,84.5,26.75,83.5,27
1687120986.010583236s,85.25,27.4375,84.5,26.8125,83.5,27.0625
1687120986.043174113s,85.25,27.4375,84.5,26.8125,83.5,27.0625
1687120986.074433037s,85.25,27.375,84.5,26.8125,83.5,27
1687120986.107100911s,85.25,27.375,84.5,26.8125,83.5,27
1687120986.138327836s,85.25,27.4375,84.5,26.75,83.5,27
1687120986.170879714s,85.25,27.4375,84.5,26.75,83.5,27
1687120986.203082605s,85.5,27.4375,84.5,26.75,83.5,27
1687120986.234745514s,85.5,27.375,84.5,26.75,83.5,27.0625
1687120986.266972404s,85.5,27.375,84.5,26.75,83.5,27.0625
1687120986.298543317s,85.5,27.375,84.5,26.8125,83.5,27
1687120986.330728208s,85.5,27.375,84.5,26.8125,83.5,27
1687120986.362848101s,85.5,27.375,84.5,26.8125,83.5,27.0625
1687120986.39512299s,85.25,27.375,84.5,26.8125,83.75,27.0625
1687120986.426719901s,85.25,27.375,84.5,26.8125,83.75,27.0625
1687120986.458875794s,85.25,27.4375,84.5,26.75,83.75,27
1687120986.490420707s,85.5,27.4375,84.5,26.75,83.5,27
1687120986.522583599s,85.5,27.4375,84.5,26.8125,83.5,27.0625
1687120986.55534947s,85.25,27.4375,84.5,26.8125,83.75,27.0625
1687120986.586479398s,85.25,27.4375,84.5,26.75,83.75,27.0625
1687120986.619112274s,85.25,27.4375,84.5,26.75,83.75,27.0625
1687120986.650534191s,85.25,27.4375,84.5,26.75,83.75,27.0625
1687120986.683135068s,85.25,27.4375,84.5,26.8125,83.75,27
1687120986.714386992s,85.25,27.4375,84.5,26.8125,83.75,27
1687120986.746464887s,85.25,27.375,84.5,26.75,83.75,27
1687120986.778630779s,85.25,27.375,84.5,26.75,83.75,27
1687120986.81169864s,85.25,27.4375,84.5,26.8125,83.75,27
1687120986.843156556s,85.25,27.4375,84.75,26.8125,83.75,27
1687120986.875151454s,85.25,27.4375,84.75,26.8125,83.75,27.0625
1687120986.906732366s,85.25,27.375,84.75,26.8125,83.75,27.0625
1687120986.939295244s,85,27.375,84.75,26.8125,83.75,27.0625
1687120986.970435172s,85,27.4375,84.75,26.8125,83.75,27
1687120987.002499067s,85.25,27.4375,85,26.8125,83.75,27
1687120987.03476798s,85.25,27.4375,85,26.75,83.75,27.0625
1687120987.066397916s,85,27.4375,85,26.75,83.75,27.0625
1687120987.099196813s,85,27.4375,85,26.75,83.75,27
1687120987.130750752s,85,27.375,85,26.8125,83.75,27
1687120987.162945669s,85,27.375,84.75,26.8125,83.75,27
1687120987.194715601s,85,27.4375,84.75,26.75,83.75,27
1687120987.226970516s,85,27.4375,85,26.75,83.75,27
1687120987.258554454s,85,27.375,85,26.75,83.75,27
1687120987.290719373s,85,27.375,85,26.75,84,27
1687120987.322333309s,85,27.375,85,26.75,84,27
1687120987.354487228s,85,27.375,85,26.8125,84,27
1687120987.387169129s,84.75,27.375,85.25,26.8125,84,27
1687120987.418332081s,84.75,27.375,85.25,26.8125,84,27
1687120987.451043981s,85,27.375,85.5,26.8125,84,27
1687120987.483251898s,85,27.4375,85.5,26.75,84,27.0625
1687120987.514901834s,85,27.4375,85.5,26.75,84,27.0625
1687120987.547147749s,85,27.4375,85.5,26.75,84,27
1687120987.578738687s,85,27.4375,85.5,26.75,84,27
1687120987.611716578s,85,27.4375,85.5,26.75,84,27
1687120987.643307516s,85,27.375,85.5,26.8125,84,27
1687120987.674547465s,85,27.375,85.5,26.8125,83.75,27
1687120987.707165368s,85,27.375,85.5,26.8125,83.75,27
1687120987.738319321s,85,27.375,85.5,26.8125,84,27
1687120987.770933224s,85,27.375,85.5,26.8125,84,27.0625
1687120987.803099142s,85,27.375,85.75,26.8125,84,27.0625
1687120987.834348091s,85,27.375,85.75,26.8125,84,27.0625
1687120987.866575008s,85,27.4375,85.75,26.75,84,27.0625
1687120987.898388938s,85,27.4375,85.5,26.75,84,27.0625
1687120987.930573855s,85,27.4375,85.5,26.8125,84,27
1687120987.96315076s,85,27.4375,85.75,26.8125,83.75,27
1687120987.994392709s,85,27.375,85.75,26.75,83.75,27
1687120988.027133626s,85,27.375,85.5,26.75,83.75,27
1687120988.058891583s,85,27.375,85.5,26.75,83.75,27
1687120988.090452547s,85,27.4375,85.5,26.75,83.75,27
1687120988.122512494s,85,27.4375,85.5,26.75,83.75,27
1687120988.155113424s,85,27.4375,85.5,26.75,83.75,27.0625
1687120988.186815383s,85,27.4375,85.5,26.75,83.75,27.0625
1687120988.218476343s,85,27.4375,85.5,26.75,83.75,27.0625
1687120988.250654287s,85,27.4375,85.5,26.75,84,27.0625
1687120988.283091221s,85,27.4375,85.5,26.75,84,27.0625
1687120988.314265198s,85,27.4375,85.5,26.8125,84,27.0625
1687120988.346756131s,85,27.4375,85.5,26.8125,84,27.0625
1687120988.378845077s,85,27.4375,85.5,26.75,84,27.0625
1687120988.410227047s,85,27.4375,85.5,26.75,84,27.0625
1687120988.442314993s,85,27.4375,85.5,26.75,84,27.0625
1687120988.474684931s,85,27.4375,85.5,26.75,84,27.0625
1687120988.506853874s,85,27.4375,85.5,26.75,84,27.0625
1687120988.538211845s,85,27.4375,85.5,26.8125,84,27
1687120988.570297791s,85.25,27.4375,85.5,26.8125,84,27
1687120988.602696727s,85.25,27.375,85.5,26.8125,84,27.0625
1687120988.635019666s,85,27.375,84.75,26.8125,84,27.0625
1687120988.666482633s,85,27.4375,84.75,26.75,84,27
1687120988.69856858s,85,27.4375,84.25,26.75,84,27
1687120988.730949516s,85,27.4375,84.25,26.75,84,27
1687120988.763038463s,85,27.4375,84.25,26.75,84,27.0625
1687120988.79448743s,85.25,27.4375,84.25,26.75,84,27.0625
1687120988.826672373s,85.25,27.4375,84.25,26.75,84,27.0625
1687120988.859020311s,85.25,27.4375,84.5,26.75,84,27.0625
1687120988.891125257s,85.25,27.4375,84.5,26.75,84,27
1687120988.922501227s,85.25,27.4375,84.5,26.75,84,27
1687120988.954603173s,85.25,27.4375,84.5,26.75,84,27
1687120988.987094106s,85.25,27.4375,84.5,26.75,84,27
1687120989.019190063s,85.25,27.4375,84.75,26.75,84,27
1687120989.050575056s,85.25,27.4375,84.75,26.8125,84,27.0625
1687120989.082662028s,85.25,27.4375,84.75,26.8125,84.25,27.0625
1687120989.115153986s,85.25,27.4375,84.75,26.8125,84.25,27.0625
1687120989.146319986s,85.25,27.4375,84.75,26.8125,84.25,27.0625
1687120989.178729947s,85.25,27.4375,84.75,26.75,84.25,27.0625
1687120989.210839918s,85.25,27.4375,84.75,26.75,84.25,27
1687120989.242381906s,85.25,27.4375,84.75,26.75,84,27
1687120989.274453878s,85.25,27.375,84.75,26.75,84,27
1687120989.307000834s,85.25,27.375,84.75,26.75,84,27
1687120989.339224801s,85.25,27.4375,84.75,26.8125,84,27
1687120989.370844787s,85.25,27.4375,84.75,26.8125,84,27
1687120989.403085753s,85.25,27.4375,84.75,26.75,84,27
1687120989.434786737s,85.25,27.4375,84.75,26.75,84,27.0625
1687120989.466611716s,85.25,27.4375,84.75,26.75,84,27.0625
1687120989.498697687s,85.25,27.4375,84.75,26.75,84,27.0625
1687120989.530510667s,85.25,27.4375,85,26.75,84,27.0625
1687120989.56315662s,85.25,27.375,85,26.8125,84,27
1687120989.594522615s,85.25,27.375,85,26.8125,84,27
1687120989.627426559s,85.25,27.4375,85,26.75,84,27.0625
1687120989.659171542s,85.25,27.4375,85,26.75,84,27.0625
1687120989.691228514s,85.25,27.4375,85,26.75,84.25,27.0625
1687120989.722937497s,85.25,27.4375,85,26.75,84.25,27.0625
1687120989.755090466s,85.25,27.4375,84.75,26.75,84.25,27.0625
1687120989.786962444s,85.25,27.4375,84.75,26.8125,84.25,27.0625
1687120989.819113413s,85.25,27.4375,85,26.8125,84.25,27.0625
1687120989.850917393s,85.25,27.375,85,26.8125,84.25,27.0625
1687120989.882561378s,85.25,27.375,85,26.8125,84.25,27.0625
1687120989.914900341s,85.25,27.375,85,26.8125,84.25,27.0625
1687120989.946601325s,85.25,27.4375,85,26.8125,84.25,27
1687120989.978349307s,85.25,27.4375,84.75,26.8125,84.25,27
1687120990.010414283s,85.25,27.4375,84.75,26.75,84.25,27
1687120990.042310284s,85.25,27.4375,85,26.75,84,27
1687120990.074531274s,85.25,27.4375,85,26.75,84,27.0625
1687120990.106345278s,85.25,27.4375,85,26.75,84,27.0625
1687120990.138451272s,85.25,27.4375,85,26.75,84.25,27.0625
1687120990.171206247s,85.25,27.4375,85,26.8125,84.25,27
1687120990.202310272s,85.25,27.4375,85,26.8125,84.25,27
1687120990.235153244s,85.25,27.375,85,26.8125,84.25,27
1687120990.266465263s,85.25,27.375,85.25,26.8125,84,27
1687120990.298718253s,85.25,27.4375,85.25,26.75,84,27
1687120990.330332263s,85.25,27.4375,85.25,26.75,84.25,27
1687120990.362571253s,85.25,27.4375,85.25,26.75,84.25,27
1687120990.394446255s,85.25,27.4375,85.25,26.75,84.25,27.0625
1687120990.426303257s,85.25,27.4375,85.25,26.75,84.25,27.0625
1687120990.458408251s,85.25,27.4375,85.25,26.8125,84.25,27
1687120990.491137226s,85.25,27.4375,85.25,26.8125,84,27
1687120990.523212221s,85.25,27.375,85.25,26.8125,84,27
1687120990.555049224s,85.25,27.375,85.25,26.8125,84,27
1687120990.586330245s,85.25,27.4375,85.25,26.75,84,27
1687120990.618581234s,85.25,27.4375,85.25,26.75,84,27
1687120990.651218212s,85.25,27.4375,85.25,26.75,84.25,27
1687120990.682428235s,85.25,27.4375,85.25,26.8125,84.25,27
1687120990.714613227s,85.25,27.4375,85.5,26.8125,84.25,27
1687120990.74643823s,85.25,27.4375,85.5,26.75,84.25,27
1687120990.778642221s,85.25,27.4375,85.5,26.75,84.25,27
1687120990.810855212s,85.25,27.375,85.5,26.8125,84.25,27
1687120990.842499221s,85.25,27.375,85.5,26.8125,84.25,27.0625
1687120990.874802209s,85.25,27.375,85.5,26.8125,84.5,27.0625
1687120990.906281224s,85.25,27.375,85.5,26.75,84.5,27
1687120990.939050197s,85.25,27.375,85.25,26.75,84.5,27
1687120990.970333217s,85.25,27.375,85.25,26.75,84.5,27
1687120991.003096191s,85.25,27.375,85.25,26.75,84.5,27
1687120991.034338234s,85.25,27.4375,85.25,26.8125,84.5,27
1687120991.067168229s,85.25,27.4375,85.25,26.8125,84.5,27
1687120991.099328245s,85.25,27.4375,85.25,26.8125,84.5,27
1687120991.130584289s,85.25,27.375,85.25,26.75,84.5,27.0625
1687120991.163242289s,85.25,27.375,85,26.75,84.5,27.0625
1687120991.19459233s,85.25,27.4375,85,26.75,84.5,27
1687120991.226522353s,85.25,27.4375,85,26.75,84.5,27
1687120991.259248352s,85.25,27.4375,85,26.75,84.5,27
1687120991.290279402s,85.25,27.4375,85.25,26.75,84.5,27
1687120991.3230304s,85.25,27.4375,85.25,26.75,84.25,27
1687120991.355193416s,85.25,27.4375,85.25,26.8125,84.25,27
1687120991.387041441s,85.25,27.4375,85.25,26.8125,84.5,27
1687120991.419276455s,85.25,27.375,85.25,26.75,84.5,27
1687120991.450528499s,85.25,27.375,85,26.75,84.25,27
1687120991.483095502s,85.25,27.4375,85,26.8125,84.25,27
1687120991.514511541s,85.25,27.4375,85,26.8125,84.25,27
1687120991.547309537s,85.25,27.4375,85,26.8125,84.25,27
1687120991.578826573s,85.25,27.375,85,26.75,84.25,27.0625
1687120991.610536603s,85.25,27.375,85,26.75,84.25,27.0625
1687120991.643272601s,85.25,27.375,85,26.75,84.25,27.0625
1687120991.67435365s,85.25,27.375,85,26.75,84.25,27.0625
1687120991.707223644s,85.25,27.4375,85,26.8125,84.25,27.0625
1687120991.738789678s,85.25,27.4375,84.75,26.8125,84.25,27.0625
1687120991.770912695s,85.25,27.4375,84.75,26.75,84.25,27.0625
1687120991.802805719s,85.25,27.375,84.75,26.75,84.25,27
1687120991.835159729s,85.25,27.375,85,26.75,84.25,27
1687120991.866893758s,85.25,27.375,85,26.8125,84.25,27.0625
1687120991.899127772s,85.25,27.375,85,26.8125,84.25,27.0625
1687120991.930708806s,85.25,27.375,85,26.75,84.25,27.0625
1687120991.962495833s,85.25,27.375,84.75,26.75,84.25,27
1687120991.994665849s,85.25,27.375,84.75,26.8125,84.25,27
1687120992.026596887s,85.25,27.375,84.75,26.8125,84.25,27.0625
1687120992.059232911s,85.25,27.375,85,26.8125,84.5,27.0625
1687120992.090448977s,85.25,27.375,85,26.75,84.5,27
1687120992.123014004s,85.25,27.375,85,26.75,84.25,27
1687120992.154836052s,85.25,27.375,85,26.75,84.25,27
1687120992.187044089s,85.25,27.375,85.25,26.75,84.25,27
1687120992.218865138s,85.25,27.4375,85.25,26.8125,84.25,27
1687120992.250535191s,85.25,27.4375,85.5,26.8125,84.25,27
1687120992.282818226s,85.25,27.4375,85.5,26.8125,84.25,27
1687120992.314566276s,85.25,27.4375,85.5,26.75,84.25,27.0625
1687120992.347199301s,85.5,27.4375,85.25,26.75,84.25,27.0625
1687120992.37831437s,85.5,27.4375,85.25,26.75,84.25,27.0625
1687120992.411054391s,85.25,27.4375,85,26.75,84.25,27.0625
1687120992.443127432s,85.25,27.375,85,26.75,84.25,27.0625
1687120992.474942481s,85.25,27.375,85,26.75,84.25,27.0625
1687120992.507112519s,85.25,27.375,85,26.75,84.25,27.0625
1687120992.538941568s,85.25,27.375,85,26.75,84.25,27.0625
1687120992.570601621s,85.25,27.375,85,26.75,84.25,27.0625
1687120992.602845657s,85.25,27.4375,85,26.75,84.25,27.0625
1687120992.634590708s,85.5,27.4375,85,26.75,84.25,27.0625
1687120992.666984739s,85.5,27.4375,85,26.75,84.25,27.0625
1687120992.698622793s,85.25,27.4375,85,26.75,84.25,27.0625
1687120992.730855829s,85.25,27.4375,85,26.75,84.25,27.0625
1687120992.762428885s,85.25,27.4375,85,26.75,84.25,27
1687120992.79705885s,85.5,27.4375,85.25,26.75,84.25,27
1687120992.827174949s,85.5,27.375,85.25,26.75,84.25,27.0625
1687120992.858881001s,85.5,27.375,85.5,26.75,84.25,27.0625
1687120992.890951042s,85.5,27.375,85.5,26.75,84.25,27.0625
1687120992.922696093s,85.25,27.375,85.5,26.75,84.25,27
1687120992.954979128s,85.25,27.375,85.5,26.75,84.25,27
1687120992.98636619s,85.25,27.4375,85.5,26.8125,84.25,27.0625
1687120993.019033222s,85.5,27.4375,85.75,26.8125,84.5,27.0625
1687120993.05128528s,85.5,27.4375,85.75,26.8125,84.5,27
1687120993.082845357s,85.5,27.4375,85.75,26.8125,84.5,27
1687120993.114678427s,85.5,27.375,85.75,26.75,84.5,27
1687120993.146860487s,85.5,27.375,85.5,26.75,84.5,27
1687120993.178629558s,85.5,27.375,85.5,26.75,84.5,27
1687120993.210320632s,85.5,27.375,85.5,26.8125,84.5,27
1687120993.243043676s,85.5,27.375,85.5,26.8125,84.5,27
1687120993.275282734s,85.5,27.375,85.5,26.75,84.5,27
1687120993.307034806s,85.5,27.375,85.5,26.75,84.5,27
1687120993.339129868s,85.5,27.4375,85.5,26.75,84.5,27
1687120993.370927939s,85.5,27.4375,85.5,26.75,84.5,27.0625
1687120993.402596013s,85.5,27.4375,85.5,26.8125,84.5,27.0625
1687120993.434922069s,85.5,27.4375,85.5,26.8125,84.5,27.0625
1687120993.466657141s,85.5,27.4375,85.5,26.8125,84.5,27.0625
1687120993.498685205s,85.5,27.375,85.5,26.75,84.5,27
1687120993.530777268s,85.5,27.375,85.5,26.75,84.25,27
1687120993.56250734s,85.5,27.4375,85.5,26.75,84.25,27
1687120993.594774397s,85.75,27.4375,85.5,26.75,84.25,27.0625
1687120993.626531469s,85.75,27.375,85.5,26.75,84.5,27.0625
1687120993.65867353s,85.5,27.375,85.5,26.75,84.5,27
1687120993.6904986s,85.5,27.375,85.5,26.75,84.25,27
1687120993.723122647s,85.5,27.4375,85.5,26.75,84.25,27
1687120993.754473731s,85.75,27.4375,85.5,26.75,84.5,27
1687120993.787170775s,85.75,27.375,85.5,26.75,84.5,27
1687120993.818921847s,85.75,27.375,85.5,26.75,84.5,27
1687120993.85098291s,85.75,27.4375,85.5,26.75,84.5,27
1687120993.882726983s,85.75,27.4375,85.5,26.75,84.5,27
1687120993.914367058s,85.75,27.4375,85.5,26.75,84.5,27
1687120993.946723113s,85.75,27.4375,85.5,26.75,84.5,27.0625
1687120993.978385187s,85.75,27.4375,85.5,26.75,84.5,27.0625
1687120994.010955239s,85.75,27.4375,85.5,26.8125,84.5,27.0625
1687120994.043022323s,85.75,27.4375,85.5,26.8125,84.5,27.0625
1687120994.074848414s,85.75,27.375,85.5,26.75,84.5,27.0625
1687120994.107141492s,85.75,27.375,85.5,26.75,84.5,27
1687120994.138414598s,85.75,27.375,85.5,26.75,84.25,27
1687120994.171068665s,85.75,27.375,85.5,26.75,84.25,27.0625
1687120994.203293745s,85.75,27.375,85.5,26.75,84.25,27.0625
1687120994.234514853s,85.75,27.4375,85.5,26.8125,84.25,27.0625
1687120994.266354943s,85.75,27.4375,85.25,26.8125,84.25,27
1687120994.298548024s,85.75,27.4375,85.25,26.75,84.25,27
1687120994.330797103s,85.75,27.4375,85.25,26.75,84.25,27
1687120994.362443199s,85.75,27.4375,85.25,26.75,84,27
1687120994.394796274s,85.75,27.4375,85.25,26.75,84,27.0625
1687120994.426292375s,85.75,27.4375,85.25,26.75,84.25,27.0625
1687120994.459080438s,85.75,27.4375,85.25,26.75,84.25,27.0625
1687120994.491188521s,85.75,27.4375,85,26.75,84.25,27.0625
1687120994.522948613s,85.75,27.4375,85,26.75,84,27.0625
1687120994.555126694s,85.75,27.4375,85,26.75,84,27.0625
1687120994.586937785s,85.75,27.4375,85,26.75,84,27.0625
1687120994.619098867s,85.75,27.375,85,26.75,84,27
1687120994.650321975s,85.5,27.375,85,26.75,84,27
1687120994.682919044s,85.5,27.375,85,26.75,84,27
1687120994.715439115s,85.5,27.375,85,26.75,84,27
1687120994.74677222s,85.5,27.375,85,26.75,84,27
1687120994.779029298s,85.5,27.375,85,26.75,84,27
1687120994.810539398s,85.5,27.4375,85,26.75,84,27
1687120994.842709479s,85.5,27.4375,85,26.75,84,27
1687120994.87488456s,85.75,27.4375,85,26.75,84,27
1687120994.907151638s,85.75,27.4375,85,26.75,84,27
1687120994.938365746s,85.5,27.4375,85.25,26.75,84,27
1687120994.970591826s,85.5,27.375,85.25,26.75,84,27
1687120995.003158895s,85.5,27.375,85,26.75,84,27.0625
1687120995.034514018s,85.5,27.4375,85,26.75,84,27.0625
1687120995.067302103s,85.5,27.4375,85.25,26.75,84,27.0625
1687120995.098586229s,85.5,27.4375,85.25,26.75,84,27.0625
1687120995.13113232s,85.5,27.4375,85.25,26.75,84,27
1687120995.162350448s,85.5,27.4375,85.25,26.75,84,27
1687120995.195087533s,85.5,27.375,85.25,26.75,84.25,27
1687120995.226439658s,85.25,27.375,85.25,26.75,84.25,27.0625
1687120995.259017748s,85.25,27.375,85.25,26.75,84.25,27.0625
1687120995.291254847s,85.25,27.375,85.5,26.75,84.25,27
1687120995.322827965s,85.25,27.375,85.5,26.75,84.25,27
1687120995.354366085s,85.25,27.375,85.5,26.75,84.25,27.0625
1687120995.386616184s,85.5,27.375,85.5,26.75,84.25,27.0625
1687120995.418363297s,85.5,27.375,85.5,26.75,84.25,27.0625
1687120995.450536398s,85.25,27.375,85.5,26.75,84.25,27
1687120995.482822497s,85.25,27.4375,85.5,26.8125,84.25,27
1687120995.51457261s,85.5,27.4375,85.5,26.8125,84.25,27
1687120995.546827709s,85.5,27.4375,85.5,26.8125,84.25,27
1687120995.578843815s,85.5,27.375,85.5,26.75,84.25,27.0625
1687120995.61050793s,85.5,27.375,85.25,26.75,84.25,27.0625
1687120995.642681032s,85.5,27.4375,85.25,26.8125,84.25,27.0625
1687120995.675052127s,85.75,27.4375,85.25,26.8125,84.25,27.0625
1687120995.70680724s,85.75,27.375,85.25,26.75,84.25,27.0625
1687120995.739008341s,85.5,27.375,85.25,26.75,84.25,27.0625
1687120995.770578459s,85.5,27.375,85.25,26.75,84.25,27.0625
1687120995.802837558s,85.5,27.4375,85.25,26.8125,84.25,27
1687120995.834563672s,85.75,27.4375,85.25,26.8125,84.25,27
1687120995.866940768s,85.75,27.375,85.25,26.75,84.25,27
1687120995.898543885s,85.75,27.375,85,26.75,84.25,27
1687120995.930764985s,85.75,27.4375,85,26.75,84.25,27
1687120995.962383102s,85.75,27.4375,85,26.75,84.25,27.0625
1687120995.9946842s,85.75,27.4375,85,26.75,84.25,27.0625
1687120996.026370322s,85.75,27.4375,85,26.8125,84.25,27.0625
1687120996.058570442s,85.75,27.4375,85.25,26.8125,84.25,27.0625
1687120996.091163552s,85.75,27.375,85.25,26.8125,84.25,27.0625
1687120996.122364699s,85.75,27.375,85.5,26.8125,84.25,27.0625
1687120996.155168803s,85.75,27.375,85.5,26.75,84,27.0625
1687120996.186620944s,85.75,27.375,85.25,26.75,84,27.0625
1687120996.219398049s,85.75,27.4375,85.25,26.75,84,27.0625
1687120996.250595197s,85.75,27.4375,85.25,26.75,84,27
1687120996.283153307s,85.5,27.4375,85.25,26.75,83.75,27
1687120996.315761417s,85.5,27.4375,85.25,26.75,83.75,27
1687120996.346863567s,85.5,27.4375,85.25,26.75,83.75,27.0625
1687120996.378659699s,85.5,27.4375,85.25,26.75,83.75,27.0625
1687120996.411283808s,85.5,27.4375,85.25,26.75,83.75,27.0625
1687120996.442525954s,85.5,27.4375,85.25,26.75,84,27.0625
1687120996.475319058s,85.5,27.4375,85,26.75,84,27
1687120996.506532206s,85.5,27.4375,85,26.75,84,27
1687120996.539122316s,85.5,27.4375,85,26.8125,84,27
1687120996.570313464s,85.5,27.4375,85,26.8125,84,27
1687120996.602886574s,85.5,27.375,85,26.8125,84,27
1687120996.635447684s,85.5,27.375,85,26.8125,84,27.0625
1687120996.667268815s,85.5,27.4375,85,26.8125,84,27.0625
1687120996.698974949s,85.5,27.4375,85,26.8125,84,27.0625
1687120996.731006074s,85.5,27.4375,85,26.8125,84,27.0625
1687120996.762668209s,85.5,27.375,85,26.8125,84,27.0625
1687120996.794563338s,85.5,27.375,85,26.8125,84,27.0625
1687120996.826888455s,85.5,27.375,85,26.75,84,27.0625
1687120996.858425594s,85.5,27.375,85,26.75,84,27.0625
1687120996.890637714s,85.5,27.4375,85,26.8125,83.75,27.0625
1687120996.923206824s,85.5,27.4375,85.25,26.8125,83.75,27.0625
1687120996.954564968s,85.5,27.4375,85.25,26.8125,83.75,27.0625
1687120996.987249075s,85.5,27.4375,85.25,26.8125,83.75,27.0625
1687120997.018509229s,85.75,27.4375,85,26.8125,83.75,27.0625
1687120997.050529373s,85.75,27.4375,85,26.75,83.75,27.0625
1687120997.082787511s,85.5,27.4375,85,26.75,83.75,27.0625
1687120997.114703659s,85.5,27.4375,85,26.75,83.75,27.0625
1687120997.14645081s,85.75,27.4375,85.25,26.75,83.75,27.0625
1687120997.178446956s,85.75,27.4375,85.25,26.75,83.75,27.0625
