1693507386614,79
1693507386676,78.5
1693507386776,79
1693507397227,79.25
1693507397277,78.5
1693507397377,79
1693507397427,78.75
1693507397527,79
1693507451177,78.75
1693507451277,79
1693507451327,78.75
1693507451477,79
1693507455877,79.25
1693507455927,78.75
1693507456027,79
1693507456077,78.75
1693507456177,79
1693507456227,78.75
1693507456377,79
1693507462177,79.25
1693507462227,78.75
1693507462327,79
1693507462377,78.75
1693507462476,79
1693507462527,78.75
1693507462627,79
1693507462677,78.75
1693507462777,79
1693507477427,78.75
1693507477527,79
1693507492377,78.75
1693507492477,79
1693507492527,78.75
1693507492627,79
1693507506727,78.75
1693507506877,79
1693507506927,78.75
1693507507026,79
1693507507077,78.75
1693507507177,79
1693507512927,78.75
1693507513027,78.5
1693507513077,79
1693507525777,78.75
1693507525926,79
1693507525977,78.75
1693507526077,79
1693507526127,78.75
1693507526227,79
1693507526277,78.75
1693507526427,79
1693507526477,78.75
1693507526577,79
1693507526627,78.75
1693507526727,79
1693507538427,78.75
1693507538527,79
1693507538577,78.5
1693507538677,79
1693507538727,78.5
1693507538827,79
1693507538877,78.75
1693507539027,79
1693507540877,78.75
1693507541027,79
1693507541677,78.75
1693507541777,79
1693507541827,78.75
1693507541927,79
1693507541977,78.75
1693507542077,79
1693507542127,78.75
1693507542227,79
1693507542277,78.5
1693507542377,79
1693507542427,78.75
1693507542527,79
1693507542577,78.75
1693507542677,79
1693507542727,78.5
1693507542827,79
1693507542877,78.75
1693507542977,79
1693507543027,78.75
1693507543127,79
1693507543677,78.75
1693507543827,79
1693507544377,78.75
1693507544577,79
1693507545327,78.75
1693507545377,79
1693507545477,78.75
1693507545527,79
1693507545827,78.75
1693507545977,79
1693507546377,78.75
1693507546527,79
1693507546577,78.75
1693507546677,79
1693507546727,78.5
1693507546827,79
1693507546877,78.75
1693507546977,79
1693507547027,78.75
1693507547127,79
1693507547177,78.75
1693507547277,79
1693507547327,78.75
1693507547427,78.5
1693507547477,78.75
1693507547527,79
1693507547977,78.75
1693507548127,79
1693507548377,78.75
1693507548527,79
1693507548577,78.5
1693507548677,79
1693507548727,78.75
1693507548877,79
1693507549127,78.75
1693507549177,78.5
1693507549277,79
1693507549327,78.5
1693507549426,78.75
1693507549529,79
1693507549777,78.75
1693507550078,79
1693507550127,78.75
1693507550227,79
1693507550377,78.75
1693507550427,78.5
1693507550527,79
1693507550577,78.25
1693507550677,79
1693507550727,78.25
1693507550827,79
1693507550877,78.5
1693507550977,78.75
1693507551127,79
1693507551177,78.75
1693507551277,79
1693507551327,78.5
1693507551427,78.75
1693507551677,79
1693507551777,78.75
1693507551927,79
1693507551977,78.75
1693507552127,79
1693507552377,78.75
1693507552527,79
1693507552577,78.5
1693507552677,78.75
1693507552977,79
1693507553027,78.75
1693507553627,79
1693507553727,78.75
1693507553777,78.5
1693507553827,79
1693507553927,78.75
1693507554277,79
1693507554377,78.75
1693507554427,78.25
1693507554527,78.75
1693507554727,79
1693507554827,78.75
1693507555727,79
1693507555777,78.75
1693507556827,79
1693507556877,78.75
1693507557027,79
1693507557127,78.75
1693507557177,78.5
1693507557277,78.75
1693507557327,78.5
1693507557427,79
1693507557477,78.75
1693507557777,79
1693507557877,78.75
1693507558877,79
1693507559027,78.75
1693507559127,79
1693507559177,78.5
1693507559277,78.75
1693507559327,78.25
1693507559427,78.75
1693507559477,78.5
1693507559577,78.75
1693507559627,78.5
1693507559727,78.75
1693507559927,79
1693507560027,78.75
1693507560377,79
1693507560427,78.75
1693507561627,79
1693507561727,78.75
1693507562527,79
1693507562577,78.75
1693507562877,79
1693507563027,78.75
1693507563727,79
1693507563777,78.75
1693507564027,79
