time,boiler_thermocouple,boiler_internal,grouphead_thermocouple,grouphead_internal,basket_thermocouple,basket_internal
1687118271.491931138s,28.25,27.25,27,26.1875,27.25,26.3125
1687118271.523846812s,28.25,27.25,27,26.1875,27.25,26.3125
1687118271.556824475s,28.25,27.25,27,26.1875,27.25,26.375
1687118271.58865215s,28.25,27.25,27,26.1875,27.25,26.375
1687118271.620255828s,28.25,27.25,27,26.1875,27.25,26.375
1687118271.652031503s,28.25,27.25,27,26.1875,27.25,26.375
1687118271.68464817s,28.25,27.25,27,26.1875,27.25,26.375
1687118271.716553844s,28.25,27.25,27,26.1875,27.25,26.3125
1687118271.748099522s,28.25,27.25,27,26.1875,27.25,26.3125
1687118271.779907197s,28.25,27.25,27,26.1875,27.25,26.3125
1687118271.812291866s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118271.84417954s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118271.876803207s,28.25,27.1875,27,26.1875,27.25,26.375
1687118271.908553883s,28.25,27.1875,27,26.1875,27.25,26.375
1687118271.940734554s,28.25,27.1875,27,26.1875,27.25,26.3125
1687118271.97249723s,28.25,27.25,27,26.1875,27.25,26.3125
1687118272.004001908s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.03608158s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.068517249s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.100265925s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.132748593s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.164676267s,28.25,27.25,27,26.1875,27.25,26.3125
1687118272.196404943s,28.25,27.25,27,26.1875,27.25,26.3125
1687118272.228562614s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.259992293s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.292722959s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.324258637s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.357192301s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.38861398s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.42086265s,28.25,27.1875,27,26.1875,27.25,26.375
1687118272.45226233s,28.25,27.1875,27,26.1875,27.25,26.375
1687118272.484160004s,28.25,27.1875,27,26.1875,27.25,26.375
1687118272.516726671s,28.25,27.1875,27,26.1875,27.25,26.375
1687118272.549963332s,28.25,27.1875,27,26.1875,27.25,26.375
1687118272.580777017s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.612535693s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.644427367s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.676501039s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.707997717s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.739960391s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.772192062s,28.25,27.25,27,26.1875,27.25,26.375
1687118272.804304734s,28.25,27.25,27,26.1875,27.25,26.375
